star_buzz
0
1629
581
18
3
188
943
95
111
18
1318
63
335
77
98
61
75
0
54
752
198
809
1715
42
6
35
127
188
348
2
76
73
109
2
63
169
2109
4
3
142
113
234
4
2
315
77
35
519
0
0
1657
222
7
12
98
87
579
78
79
251
466
0
984
116
27
8
4
62
247
200
2175
42
582
147
353
240
79
15
38
79
210
66
165
17
4
26
23
2115
1830
19
192
24
67
137
40
1356
253
12
3
0
3
25
24
47
13
152
388
18
1180
769
0
140
141
396
43
2400
356
53
0
53
802
47
3
566
60
263
2172
0
5
6
8
366
632
24
10
87
52
78
163
1
4
8
151
990
36
1121
3
167
253
1380
39
8
3
47
241
0
728
254
26
0
0
228
472
41
22
126
110
65
118
636
36
125
71
188
1425
148
156
150
94
0
165
365
21
6
30
0
366
148
442
109
40
104
361
338
181
300
0
5
9
1920
36
228
420
117
54
250
1451
51
1104
928
303
5
1808
364
0
0
3
15
120
195
386
81
27
0
201
116
37
108
14
102
1396
75
103
126
0
68
211
84
559
2106
90
110
71
311
143
175
151
595
258
0
189
4
24
1634
2588
37
123
1
110
980
6
364
7
1
310
27
8
153
163
5
214
0
6
23
48
45
3
16
889
38
544
85
29
235
221
351
1472
22
287
0
12
5
0
3150
13
156
2
0
20
91
575
35
850
22
0
293
257
2
43
2
42
3
40
1
0
0
174
96
25
924
100
637
1
4
0
236
83
3
106
411
1370
0
0
1
22
0
0
275
20
271
166
27
0
156
58
229
138
32
33
166
92
36
672
3
2
632
2
8
928
26
101
36
212
167
27
6
280
0
275
0
357
895
0
17
151
194
206
33
1029
0
41
260
1
322
62
14
3150
0
102
2
75
2
223
138
1510
275
79
7
28
260
1
28
21
0
448
50
220
86
24
127
0
1461
2
0
42
140
0
11
4
0
261
147
225
2
163
68
820
73
37
435
1
141
665
33
0
14
32
2
1011
352
7
31
1117
840
2
118
1440
388
97
14
226
3
262
0
973
960
243
24
112
5
4
10
6
481
1136
189
1595
555
0
769
264
20
162
0
8
5
26
0
0
0
252
745
0
559
16
193
76
146
6
1
0
488
0
1078
4
533
2353
636
3
0
0
1
1621
9
192
174
7
45
1051
322
12
0
154
461
0
1162
164
0
0
165
0
0
23
70
63
0
2
3
10
390
756
7
300
58
1118
1242
0
78
2520
26
282
74
236
32
0
0
48
16
107
226
49
0
88
179
215
43
1774
764
336
77
1202
115
0
113
448
638
4
230
212
256
651
137
343
23
1663
51
1033
357
2
0
2675
1024
36
84
199
33
75
151
2
74
39
343
86
97
193
47
166
57
0
136
8
0
3
180
3
83
0
10
2
2763
20
193
4
669
12
19
17
28
767
13
22
0
41
21
714
4
1259
23
2
0
8
0
7
127
121
0
21
0
4
573
128
9
0
224
163
599
70
140
2220
72
87
0
24
427
524
28
61
0
61
94
3
1290
3
4
6
90
163
80
129
49
16
1725
6
271
737
521
41
4
2
17
382
0
541
115
51
91
4
0
377
130
6
76
35
0
600
3
281
61
40
205
3
78
0
268
981
234
185
26
81
251
154
56
74
0
0
0
30
5
657
1084
33
1615
94
188
0
349
378
67
37
93
29
45
398
89
62
0
0
480
300
1261
145
20
1894
5
5
2
521
33
0
1324
184
23
18
888
42
0
1
0
262
0
2340
66
41
798
330
659
433
879
1447
208
3
16
2
3
156
1296
22
7
6
347
4
50
2
282
101
105
62
1
120
6
328
9
2
0
178
0
5
256
252
88
145
40
295
403
261
6
181
30
235
0
168
118
2550
7
373
126
52
69
299
0
330
79
219
41
684
0
164
1
168
13
10
29
23
1336
12
247
37
336
577
30
55
100
356
22
0
6
0
80
14
23
15
907
22
260
145
112
1
5
2
660
849
248
215
1280
816
208
471
44
271
34
69
91
97
510
3
270
10
106
85
359
0
649
71
108
1677
0
100
2010
180
1672
351
67
116
52
0
1220
28
41
295
340
3
2580
406
1798
5
199
182
16
1045
36
537
6
191
208
10
11
7
375
0
0
0
0
21
17
4
24
647
10
208
6
55
224
197
14
1167
72
90
347
160
1387
148
25
301
43
200
13
0
157
138
9
25
9
2
357
79
137
780
18
4
0
196
102
78
94
1053
148
0
9
348
91
5
105
610
143
1
555
246
178
9
1770
37
156
325
300
26
3
241
8
4
96
212
1916
6
25
196
676
600
370
77
0
1860
346
41
267
285
105
79
74
2940
15
234
14
23
1
82
46
0
551
3
0
26
1
12
215
81
680
405
7
10
185
360
7
0
0
7
7
1
0
191
490
153
0
248
0
51
1
2
24
0
112
0
72
0
0
32
3
1801
591
121
109
5
331
1552
27
115
240
11
209
0
8
2
930
413
712
83
378
94
72
39
17
2
382
930
518
45
15
108
2
505
2775
420
13
2
111
1944
45
282
1098
302
23
8
591
116
1845
83
39
728
8
396
11
1296
903
27
9
55
1
13
2
40
569
3150
87
184
0
4
150
58
275
151
90
6
141
89
930
1492
44
78
900
1710
2586
27
179
573
9
34
0
23
175
12
4
14
276
2
1
0
8
6
16
12
41
18
16
5
5
59
4
147
0
60
24
980
178
7
405
21
1014
37
104
724
18
1830
90
255
346
319
3
0
1
1241
13
56
55
9
0
6
185
4
46
1
33
33
41
1
867
189
27
354
26
697
303
14
2
0
2012
8
0
597
487
7
10
2190
127
0
1455
15
1444
25
276
77
166
1
51
15
64
545
185
762
211
3
0
490
581
0
42
19
1563
0
164
80
77
90
22
16
1980
5
92
19
396
150
391
0
0
4
2430
205
30
45
4
149
18
630
974
42
4
1064
1500
1979
20
252
12
43
44
0
731
333
8
109
766
1
183
0
16
464
630
17
3
0
2
11
7
39
42
4
1119
0
56
318
20
261
0
388
0
56
12
0
177
32
11
298
334
2580
184
1064
1795
480
2168
1
123
24
534
734
1126
271
17
166
12
1
297
401
1341
399
775
276
0
1912
261
282
0
602
0
34
56
0
812
114
255
0
356
420
40
32
99
4
1
18
3
20
756
138
40
189
425
983
33
113
172
27
28
76
43
259
2
6
91
2
480
305
37
88
58
4
0
657
1306
2
219
2340
309
40
403
0
238
522
28
2160
85
115
365
9
0
90
217
1864
0
694
95
0
179
359
630
76
463
0
0
7
5
2197
3
86
23
927
17
103
61
53
40
66
1397
1802
18
14
11
0
132
420
8
201
81
204
12
206
57
3
5
0
76
160
234
232
390
14
12
25
0
37
0
69
5
14
195
763
10
37
5
900
586
19
0
48
135
51
54
0
7
19
0
22
2089
382
0
92
1
145
1055
0
56
90
0
216
0
51
53
65
3
51
0
60
0
25
1
0
1
4
2
3
990
62
32
0
1
64
413
690
6
41
0
234
0
171
225
600
252
331
0
1
1
2
6
24
345
488
34
86
812
10
30
51
0
20
180
46
4
111
80
227
89
156
1
468
143
18
64
16
1071
8
101
2020
42
1
0
3
416
0
12
22
39
1
19
243
19
3
0
5
1
212
8
140
45
0
56
102
0
895
27
69
165
69
676
25
8
17
15
55
178
2796
22
24
14
384
316
6
82
21
45
3150
22
19
3
11
103
3
3
0
116
457
3
65
1
0
5
41
38
60
18
6
12
6
123
150
2
0
1
200
40
61
24
2
37
85
103
480
0
102
4
54
155
0
86
492
2
19
3
33
28
1
0
334
32
10
135
254
20
525
31
44
233
53
4
110
209
530
1
7
87
44
11
439
1
19
117
16
0
1080
3
10
23
77
4
84
15
155
4
2
44
89
0
20
405
3
109
1
9
137
665
18
1
2
472
48
2
171
38
3
9
0
1363
12
36
33
545
41
0
611
0
101
1912
364
220
320
193
301
1355
180
36
0
0
749
6
42
0
110
290
0
444
394
874
12
4
416
295
623
26
63
2053
110
263
2062
433
668
8
150
4
450
4
119
261
133
44
120
0
1323
54
34
52
340
49
155
152
17
9
722
69
1309
34
90
147
232
105
138
18
67
94
110
40
3150
577
39
170
169
277
495
302
9
46
734
40
35
32
86
203
440
80
400
227
12
53
260
2
0
236
1714
14
42
4
92
0
246
59
6
3
53
174
149
229
2670
40
108
92
5
22
87
84
122
6
28
97
661
120
19
0
180
154
80
70
0
39
30
0
496
77
1304
1148
246
190
97
107
37
40
1446
106
330
1010
750
111
70
117
1274
146
872
31
261
0
10
3
890
175
98
27
2644
27
6
21
113
0
2430
6
207
278
180
263
200
30
40
3
57
124
76
1452
58
121
53
502
74
0
10
174
67
32
73
1
369
1080
38
53
74
37
165
243
8
52
169
117
256
365
291
55
42
36
2
4
128
313
139
57
180
7
496
89
111
591
128
16
1603
45
2
216
2543
101
1451
184
22
1980
1155
263
251
96
17
170
12
240
0
711
56
12
500
242
3
145
41
156
82
1592
187
1954
461
46
466
63
43
37
5
104
2
16
157
7
258
6
100
63
7
115
168
752
86
2191
21
0
117
204
46
174
68
768
27
82
191
148
36
288
11
132
152
71
4
602
3
127
29
133
718
450
158
464
23
2
191
125
128
143
0
377
76
15
66
14
1462
78
4
24
5
7
228
335
10
22
87
407
2
39
47
429
33
3
144
74
23
0
89
64
49
3150
10
0
385
2048
16
1
1146
72
33
3
110
3
25
200
88
0
34
334
392
3
17
88
1592
57
148
23
77
18
453
150
0
14
7
1351
123
210
4
211
176
1117
9
297
3
150
1500
397
29
196
113
693
0
51
5
90
19
178
171
155
29
59
42
78
207
63
543
105
142
153
13
78
50
469
811
154
84
23
373
337
311
76
110
30
8
25
57
243
10
52
49
17
25
501
96
7
86
979
2370
41
46
62
4
1288
58
292
500
306
3
0
74
188
6
30
895
395
51
10
224
826
5
1493
320
109
117
1080
129
8
0
6
0
96
21
30
30
86
109
2
180
20
10
112
241
8
33
121
61
0
430
1
0
53
16
0
16
707
3150
72
297
1071
11
108
653
6
38
739
33
338
220
246
36
496
6
57
172
57
122
2329
1051
80
3
63
117
310
186
1
3
1
27
503
202
0
177
277
0
47
600
29
81
78
22
1
404
164
233
469
165
80
1276
54
21
73
15
37
109
0
80
83
28
118
118
31
534
170
11
2
673
0
4
219
3
279
14
935
532
4
45
0
272
175
1410
180
131
28
208
395
458
138
171
18
0
527
3150
333
311
63
176
638
32
169
28
3150
0
38
52
339
58
638
69
720
466
101
75
272
9
31
533
122
148
15
5
20
1001
0
118
11
1
64
25
0
180
189
125
133
986
992
85
43
3
66
691
142
68
0
130
117
95
44
149
642
226
53
3
492
3150
3
1982
25
309
75
7
480
50
998
176
210
161
2550
0
210
16
77
191
227
100
37
274
12
173
24
26
0
281
306
1535
7
66
356
29
196
21
9
250
28
138
28
764
70
172
32
105
41
696
324
14
220
75
0
28
117
88
895
378
202
8
2520
698
18
871
102
68
109
33
0
23
128
5
50
73
66
1358
133
53
53
630
2550
115
41
293
82
66
21
21
9
5
55
59
29
79
2558
210
11
334
467
183
330
33
726
480
9
260
333
63
3
64
444
13
74
209
658
81
1964
9
110
18
69
60
1441
22
4
223
264
155
29
2
0
259
6
255
118
104
32
66
233
3150
2672
0
256
2
738
0
144
58
838
2160
109
21
166
0
89
132
549
29
127
23
130
22
77
846
126
26
88
379
0
73
52
1230
4
416
103
87
4
25
572
8
3
21
160
0
0
623
29
15
76
0
0
69
67
1018
3150
7
65
13
159
76
40
258
78
0
129
56
22
65
28
22
451
94
62
3
177
243
11
27
51
67
12
997
91
0
12
66
677
143
1
14
17
124
112
0
205
385
590
1
959
0
4
702
46
0
798
32
112
188
5
332
98
5
453
45
193
1165
81
154
796
375
92
98
77
24
175
232
105
95
78
8
1470
0
22
