screenCnt,audiAcc,act_n,dist_rank,genre_rank,등급_12세관람가,등급_12세이상관람가,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,cont_rank
95,2686,4.454347296253507,34,11,0,0,1,0,0,1
1,1,2.0794415416798357,71,6,0,0,1,0,0,2
37,6290,1.9459101490553132,42,9,0,0,1,0,0,9
1216,1209689,4.543294782270004,71,7,0,1,0,0,0,1
132,10859,2.0794415416798357,6,8,0,0,0,1,0,6
47,1369,2.0794415416798357,32,12,0,0,1,0,0,5
19,286,1.791759469228055,70,7,0,1,0,0,0,5
17,802,1.0986122886681098,71,18,0,0,0,1,0,1
1,1,2.0794415416798357,32,4,0,0,1,0,0,2
11,1743,3.7376696182833684,71,11,0,0,1,0,0,1
5,50,1.0986122886681098,72,19,0,0,0,1,0,2
252,72419,1.9459101490553132,71,13,0,0,1,0,0,16
13,1667,1.0986122886681098,71,18,0,0,0,1,0,1
166,17410,2.0794415416798357,15,11,0,0,1,0,0,2
143,3467,1.9459101490553132,34,15,0,0,1,0,0,6
18,243,2.772588722239781,71,11,0,0,1,0,0,1
1,1,1.3862943611198906,101,4,0,0,0,0,1,6
1,1,0.6931471805599453,96,15,0,0,0,0,1,2
141,22330,2.302585092994046,15,11,0,0,0,1,0,1
270,13046,2.0794415416798357,23,8,0,0,0,1,0,5
86,2929,3.6635616461296463,15,9,0,0,1,0,0,1
5,107,1.6094379124341003,71,13,0,0,0,0,1,10
1,1,1.0986122886681098,100,4,0,0,1,0,0,16
1314,4018341,4.61512051684126,1,3,0,0,1,0,0,1
6,10,1.0986122886681098,93,4,0,0,1,0,0,16
59,6143,2.5649493574615367,54,18,0,0,0,1,0,1
55,13003,2.1972245773362196,37,11,0,0,0,0,1,13
12,2177,1.6094379124341003,71,19,0,0,0,1,0,11
1,5,1.3862943611198906,71,7,0,0,1,0,0,2
6,1013,2.0794415416798357,74,19,0,0,1,0,0,13
529,76746,4.060443010546419,8,13,0,1,0,0,0,1
530,197134,4.2626798770413155,30,4,0,0,0,0,1,1
799,553879,5.0369526024136295,71,3,0,0,1,0,0,1
31,4091,2.0794415416798357,59,11,0,1,0,0,0,11
142,8464,1.3862943611198906,34,8,0,1,0,0,0,6
212,67368,3.7376696182833684,24,15,0,0,1,0,0,1
100,10046,1.791759469228055,42,11,0,0,0,1,0,6
83,164372,1.9459101490553132,3,11,0,0,1,0,0,2
355,34115,4.007333185232471,36,10,0,0,1,0,0,1
14,1458,3.4965075614664802,67,13,0,1,0,0,0,1
472,52618,4.110873864173311,19,4,0,0,1,0,0,1
364,229005,3.871201010907891,19,13,0,0,1,0,0,1
333,11223,2.0794415416798357,34,11,0,0,1,0,0,2
224,167333,3.5263605246161616,19,10,0,0,1,0,0,1
1,1,1.9459101490553132,91,12,0,0,1,0,0,2
457,41054,3.8066624897703196,7,7,0,0,1,0,0,1
1,818,1.0986122886681098,97,15,0,0,1,0,0,5
70,2623,1.791759469228055,53,18,0,1,0,0,0,1
2,4,1.3862943611198906,90,6,0,0,0,0,1,2
244,24573,5.0238805208462765,29,11,0,0,1,0,0,1
200,20317,2.0794415416798357,30,3,0,0,0,0,1,5
71,4109,1.791759469228055,17,7,0,0,1,0,0,24
24,1009,2.0794415416798357,46,16,0,0,0,1,0,6
17,1429,1.9459101490553132,19,18,0,1,0,0,0,1
57,4329,1.791759469228055,51,7,0,0,1,0,0,17
241,134925,2.0794415416798357,38,11,0,0,1,0,0,2
108,3541,2.0794415416798357,33,11,0,0,1,0,0,2
763,474137,4.51085950651685,10,11,0,0,1,0,0,1
295,12878,3.1354942159291497,71,5,0,1,0,0,0,1
62,1434,2.302585092994046,77,8,0,0,0,1,0,16
5,15,1.9459101490553132,91,4,0,1,0,0,0,16
28,1794,2.772588722239781,71,11,0,0,0,1,0,1
111,142622,1.9459101490553132,27,11,0,0,1,0,0,18
1431,3389035,5.14166355650266,1,3,0,0,1,0,0,1
26,584,2.0794415416798357,47,11,0,1,0,0,0,6
1,1,1.9459101490553132,92,18,0,0,0,0,1,2
468,103534,4.48863636973214,19,11,0,1,0,0,0,1
463,65975,2.0794415416798357,12,7,0,0,1,0,0,11
47,3175,3.8918202981106265,40,11,0,1,0,0,0,1
5,78,2.0794415416798357,71,11,0,0,1,0,0,2
1105,859072,2.1972245773362196,5,11,0,0,0,1,0,2
5,30,2.0794415416798357,71,4,0,0,1,0,0,2
91,11896,2.0794415416798357,29,11,0,0,1,0,0,24
41,2265,1.791759469228055,58,11,0,1,0,0,0,1
22,1024,2.772588722239781,71,11,0,1,0,0,0,1
1,1,1.6094379124341003,98,6,0,0,0,0,1,2
172,46285,1.3862943611198906,88,15,0,0,1,0,0,2
552,1823116,4.060443010546419,8,13,0,0,0,0,1,1
444,975462,3.7376696182833684,13,10,0,0,1,0,0,1
300,66698,2.1972245773362196,8,4,0,0,0,0,1,2
65,5663,2.1972245773362196,35,3,0,0,1,0,0,2
2,1143,1.6094379124341003,74,19,0,0,0,1,0,13
244,42708,2.1972245773362196,6,6,0,0,1,0,0,2
3,160,2.1972245773362196,33,2,0,0,0,0,1,2
117,18940,2.0794415416798357,26,8,0,0,0,1,0,6
316,274229,1.9459101490553132,6,8,0,0,0,1,0,15
459,929985,2.9444389791664403,8,8,0,0,0,1,0,1
9,1130,1.791759469228055,95,11,0,0,0,0,1,1
459,1438056,1.9459101490553132,3,4,0,0,1,0,0,2
1,4,1.9459101490553132,87,15,0,0,0,0,1,2
479,1231024,2.0794415416798357,5,8,0,0,0,1,0,2
428,497880,4.31748811353631,7,7,0,0,1,0,0,1
894,7166199,4.1588830833596715,8,4,0,0,1,0,0,1
331,104736,4.0943445622221,8,7,0,0,1,0,0,1
97,9483,1.9459101490553132,17,11,0,1,0,0,0,11
300,315305,1.9459101490553132,7,4,0,1,0,0,0,16
82,14744,1.9459101490553132,13,3,0,0,0,0,1,2
275,44198,1.0986122886681098,13,8,0,0,0,1,0,19
11,4558,1.9459101490553132,22,17,0,0,0,0,1,11
7,586,2.3978952727983707,33,18,0,0,0,1,0,1
49,4601,2.1972245773362196,63,8,0,0,1,0,0,6
6,988,2.833213344056216,8,5,0,0,0,0,1,1
477,1169839,2.0794415416798357,8,13,0,0,1,0,0,2
201,33884,3.4011973816621555,6,13,0,0,1,0,0,1
13,6664,2.302585092994046,20,11,0,0,0,0,1,18
604,2963449,4.477336814478207,71,4,0,0,1,0,0,1
1005,2539114,2.1972245773362196,4,4,0,1,0,0,0,2
656,1790457,2.0794415416798357,9,4,0,0,1,0,0,2
998,2182227,2.1972245773362196,4,6,0,1,0,0,0,2
56,11655,4.990432586778736,71,11,0,0,1,0,0,1
3,1100,1.6094379124341003,83,7,0,1,0,0,0,6
5,666,1.3862943611198906,63,10,0,0,0,0,1,24
12,2068,4.532599493153256,76,11,0,0,1,0,0,1
5,1330,2.1972245773362196,63,11,0,0,0,0,1,2
241,327612,2.0794415416798357,14,3,0,0,1,0,0,2
1,3594,1.3862943611198906,1,3,0,1,0,0,0,19
3,1100,1.6094379124341003,83,11,0,0,1,0,0,13
300,210278,4.04305126783455,7,7,0,0,1,0,0,1
80,12557,2.4849066497880004,35,3,0,0,1,0,0,2
1,80,2.1972245773362196,89,11,0,1,0,0,0,2
1,40,2.1972245773362196,90,13,0,0,0,0,1,2
20,1600,1.791759469228055,68,11,0,0,1,0,0,1
275,203476,1.9459101490553132,33,13,0,0,0,0,1,2
537,1857392,4.465908118654584,8,11,0,1,0,0,0,1
36,19917,1.6094379124341003,20,11,0,0,1,0,0,11
26,25694,1.0986122886681098,20,18,0,0,0,1,0,12
68,25288,2.0794415416798357,26,7,0,0,0,0,1,2
191,96079,2.9444389791664403,11,7,0,0,1,0,0,1
132,17362,5.049856007249537,71,11,0,1,0,0,0,1
361,29879,2.4849066497880004,71,11,0,1,0,0,0,11
4,363,3.091042453358316,71,11,0,1,0,0,0,1
19,5049,2.302585092994046,54,18,0,1,0,0,0,1
4,542,1.0986122886681098,61,18,0,1,0,0,0,5
16,4947,1.9459101490553132,43,7,0,0,0,0,1,5
5,1239,1.9459101490553132,63,4,0,0,0,0,1,8
3,1592,1.3862943611198906,90,4,0,0,0,0,1,16
368,558433,1.9459101490553132,5,4,0,0,0,0,1,2
3,3737,2.0794415416798357,61,18,0,1,0,0,0,2
8,557,2.302585092994046,68,13,0,1,0,0,0,1
1,496,2.302585092994046,45,11,0,0,1,0,0,1
2,19,1.791759469228055,92,11,0,0,0,0,1,22
1,6,1.3862943611198906,92,4,0,0,1,0,0,20
5,1420,1.6094379124341003,83,4,0,0,0,0,1,20
179,88977,2.0794415416798357,31,3,0,0,0,0,1,2
9,11403,1.9459101490553132,71,11,0,0,0,1,0,6
200,54511,1.9459101490553132,14,4,0,0,1,0,0,2
298,267373,1.9459101490553132,13,8,0,0,0,1,0,2
108,23493,1.0986122886681098,63,8,0,0,0,1,0,6
1,313,1.791759469228055,58,11,0,0,1,0,0,1
9,606,2.9444389791664403,68,11,0,0,0,0,1,1
431,784031,1.9459101490553132,8,4,0,0,1,0,0,2
79,20491,2.0794415416798357,8,11,0,0,0,0,1,2
11,871,1.9459101490553132,71,7,0,0,0,0,1,6
253,295189,1.791759469228055,71,8,0,0,0,1,0,6
10,1081,2.772588722239781,61,11,0,0,0,1,0,1
243,87915,2.1972245773362196,4,17,0,0,1,0,0,2
95,17403,4.564348191467836,33,11,0,0,0,0,1,1
117,15431,2.1972245773362196,9,7,0,0,0,0,1,2
164,120914,1.9459101490553132,33,9,0,0,1,0,0,2
347,425972,3.1354942159291497,7,15,0,0,1,0,0,1
3,233,1.9459101490553132,33,4,0,0,1,0,0,11
278,217493,3.367295829986474,6,7,0,0,0,1,0,1
20,3794,2.0794415416798357,71,11,0,0,1,0,0,2
440,611685,3.9318256327243257,6,4,0,0,1,0,0,1
548,2435211,4.248495242049359,11,9,0,0,1,0,0,1
435,986547,3.8066624897703196,8,3,0,0,1,0,0,1
4,22600,1.3862943611198906,55,18,0,0,0,1,0,13
241,299434,1.9459101490553132,13,8,0,0,0,1,0,13
501,1648070,1.791759469228055,3,8,0,0,0,1,0,2
3,224,3.970291913552122,64,18,0,0,0,1,0,1
1,228,1.6094379124341003,71,11,0,0,1,0,0,1
15,3170,1.6094379124341003,40,11,0,0,1,0,0,6
20,1771,1.3862943611198906,58,18,0,1,0,0,0,1
278,82995,2.1972245773362196,7,10,0,0,1,0,0,2
325,93000,1.6094379124341003,24,8,0,0,0,1,0,13
18,2765,1.3862943611198906,58,18,0,0,0,1,0,1
840,1328890,5.53338948872752,1,7,0,1,0,0,0,1
4,340,3.784189633918261,68,13,0,0,0,0,1,1
142,74765,4.804021044733257,7,11,0,1,0,0,0,1
9,14983,1.6094379124341003,61,11,0,1,0,0,0,6
54,10985,1.6094379124341003,16,3,0,0,0,0,1,2
4,49,1.0986122886681098,64,9,0,0,0,0,1,13
30,7730,1.9459101490553132,27,11,0,0,1,0,0,11
5,1612,1.9459101490553132,63,10,0,0,0,0,1,14
37,11969,3.6375861597263857,31,13,0,0,1,0,0,1
549,1110523,4.356708826689592,1,4,0,0,0,0,1,1
11,2877,1.0986122886681098,54,13,0,0,0,0,1,1
1,180,2.833213344056216,71,13,0,0,0,0,1,1
227,157972,1.3862943611198906,31,8,0,0,0,1,0,2
20,3624,1.791759469228055,68,11,0,0,0,1,0,19
372,507257,4.204692619390966,1,7,0,0,1,0,0,1
267,93239,1.9459101490553132,8,8,0,0,0,1,0,6
381,870065,2.1972245773362196,2,8,0,0,0,1,0,2
1,10,1.0986122886681098,71,4,0,0,0,0,1,18
310,332619,3.9512437185814275,29,11,0,0,1,0,0,1
479,900054,4.6913478822291435,6,7,0,0,1,0,0,1
8,858,3.091042453358316,68,11,0,1,0,0,0,1
35,34876,2.772588722239781,71,11,0,0,0,0,1,1
289,306837,1.6094379124341003,13,8,0,0,0,1,0,8
32,6232,1.6094379124341003,1,4,0,0,0,0,1,2
283,68711,1.3862943611198906,16,8,0,0,0,1,0,19
2,1500,1.6094379124341003,60,4,0,0,0,0,1,16
1,92,2.1972245773362196,83,11,0,0,0,0,1,2
1,50,1.9459101490553132,71,15,0,0,0,0,1,2
568,3375735,2.1972245773362196,9,13,0,0,1,0,0,5
694,4897551,4.31748811353631,6,7,0,1,0,0,0,1
10,1217,4.477336814478207,68,18,0,1,0,0,0,1
103,36068,2.0794415416798357,13,11,0,0,1,0,0,2
547,2721903,4.406719247264253,1,4,0,0,0,0,1,1
21,6970,1.9459101490553132,26,18,0,0,1,0,0,2
22,1013,1.9459101490553132,71,13,0,1,0,0,0,16
130,29648,1.9459101490553132,4,11,0,1,0,0,0,2
8,1974,3.4965075614664802,71,13,0,1,0,0,0,1
445,1006947,4.1588830833596715,7,11,0,0,1,0,0,1
5,200,2.1972245773362196,83,11,0,0,0,0,1,5
810,12319542,4.477336814478207,8,1,0,0,1,0,0,1
320,872594,4.30406509320417,6,15,0,0,1,0,0,1
2,124,2.302585092994046,88,11,0,0,1,0,0,2
12,2669,1.9459101490553132,43,7,0,0,0,0,1,2
1,10,2.772588722239781,43,11,0,0,1,0,0,2
6,326,1.9459101490553132,76,8,0,0,0,0,1,6
1,10,1.9459101490553132,92,4,0,0,1,0,0,8
5,358,2.3978952727983707,33,11,0,0,1,0,0,11
221,98575,1.6094379124341003,28,8,0,0,0,1,0,18
1,10,1.6094379124341003,100,4,0,0,1,0,0,6
8,4735,1.9459101490553132,71,10,0,0,1,0,0,11
248,143947,2.0794415416798357,9,11,0,0,1,0,0,2
408,622572,1.9459101490553132,7,4,0,1,0,0,0,10
58,7806,2.6390573296152584,2,4,0,0,0,0,1,2
12,3438,1.9459101490553132,68,11,0,0,1,0,0,13
1,1,1.3862943611198906,71,15,0,0,0,0,1,2
3,961,1.0986122886681098,71,18,0,0,1,0,0,18
22,9620,1.3862943611198906,63,7,0,0,0,1,0,11
52,23883,1.791759469228055,8,11,0,1,0,0,0,2
341,183650,4.23410650459726,8,11,0,0,0,1,0,1
617,5181014,4.6913478822291435,8,11,0,1,0,0,0,1
562,1445124,2.1972245773362196,4,11,0,0,1,0,0,2
149,29552,1.9459101490553132,33,7,0,0,1,0,0,2
2,806,1.3862943611198906,74,19,0,0,0,1,0,13
525,941615,1.9459101490553132,8,8,0,0,0,1,0,2
137,28698,1.6094379124341003,6,4,0,0,1,0,0,20
34,35328,2.0794415416798357,37,7,0,0,1,0,0,2
162,22771,2.0794415416798357,16,4,0,0,0,0,1,2
37,12717,1.9459101490553132,55,7,0,1,0,0,0,5
226,122698,2.70805020110221,26,13,0,0,0,0,1,2
425,350563,2.0794415416798357,2,5,0,0,0,1,0,2
607,1605271,2.3978952727983707,8,4,0,1,0,0,0,2
17,5092,2.1972245773362196,68,13,0,0,0,0,1,11
4,291,0.6931471805599453,69,18,0,1,0,0,0,2
17,2867,4.07753744390572,68,11,0,0,1,0,0,2
14,1603,5.170483995038151,64,11,0,0,1,0,0,1
371,404456,2.1972245773362196,8,3,0,0,0,0,1,1
1,20,1.6094379124341003,89,13,0,0,0,0,1,1
38,10379,2.1972245773362196,31,7,0,1,0,0,0,2
273,472692,1.9459101490553132,7,8,0,0,0,1,0,18
2,9,1.0986122886681098,71,13,0,0,0,0,1,1
1,287,2.833213344056216,71,11,0,0,0,1,0,1
179,52426,2.0794415416798357,71,13,0,0,0,0,1,2
9,2252,1.3862943611198906,69,13,0,0,0,0,1,3
1,11,2.0794415416798357,88,10,0,0,0,0,1,2
1,3,1.6094379124341003,71,11,0,0,0,0,1,11
30,7385,1.9459101490553132,63,7,0,0,1,0,0,2
276,180618,1.0986122886681098,16,2,0,0,0,1,0,14
19,4146,1.3862943611198906,46,13,0,0,0,0,1,9
23,4363,1.3862943611198906,9,17,0,1,0,0,0,2
2,263,4.04305126783455,68,15,0,0,0,0,1,1
28,16912,1.9459101490553132,71,11,0,0,1,0,0,2
27,18705,1.791759469228055,29,13,0,0,1,0,0,24
421,925108,2.302585092994046,9,8,0,0,0,1,0,2
4,42,1.791759469228055,92,7,0,0,0,0,1,2
1,1661,2.0794415416798357,92,4,0,0,1,0,0,20
29,80345,1.9459101490553132,18,11,0,0,1,0,0,11
54,10654,2.1972245773362196,9,8,0,1,0,0,0,2
1,100,1.6094379124341003,89,6,0,0,1,0,0,2
8,1400,1.3862943611198906,83,4,0,0,1,0,0,16
463,297025,2.1972245773362196,9,8,0,0,0,1,0,2
356,193724,3.828641396489095,7,11,0,0,0,1,0,1
469,3001530,3.5263605246161616,8,15,0,1,0,0,0,1
6,508,2.1972245773362196,61,11,0,0,0,0,1,1
19,2039,2.0794415416798357,6,7,0,0,0,1,0,2
5,1842,1.3862943611198906,63,8,0,1,0,0,0,6
512,3125069,4.477336814478207,8,7,0,0,1,0,0,1
377,428139,4.1588830833596715,1,10,0,0,1,0,0,1
4,1873,1.9459101490553132,71,11,0,1,0,0,0,1
1,419,1.6094379124341003,71,11,0,0,0,0,1,6
382,449071,2.1972245773362196,6,6,0,0,0,0,1,2
237,117188,2.772588722239781,45,11,0,0,1,0,0,5
16,13090,2.0794415416798357,61,11,0,0,0,0,1,10
11,2622,2.1972245773362196,75,2,0,0,0,0,1,2
15,12806,1.9459101490553132,8,11,0,0,0,0,1,22
34,17348,1.9459101490553132,25,11,0,0,0,0,1,11
5,2210,2.1972245773362196,33,10,0,0,0,0,1,2
1,10,1.3862943611198906,71,10,0,0,0,0,1,5
48,6299,2.0794415416798357,71,8,0,1,0,0,0,3
18,1463,1.791759469228055,68,7,0,0,1,0,0,1
5,1952,1.0986122886681098,46,18,0,0,0,1,0,2
8,1099,1.791759469228055,20,7,0,0,1,0,0,5
386,570010,2.1972245773362196,13,6,0,0,0,0,1,2
4,607,2.0794415416798357,69,11,0,0,1,0,0,5
1,100,1.9459101490553132,71,11,0,0,0,0,1,18
37,3441,1.9459101490553132,43,8,0,1,0,0,0,6
235,276334,2.1972245773362196,3,16,0,0,0,1,0,2
8,4339,2.1972245773362196,73,18,0,0,0,1,0,1
166,89526,3.8918202981106265,71,7,0,0,0,0,1,1
148,42720,1.791759469228055,43,8,0,0,0,1,0,15
229,102195,2.1972245773362196,5,12,0,1,0,0,0,2
748,2376145,2.302585092994046,2,4,0,0,1,0,0,2
0,107,2.0794415416798357,87,4,0,0,0,0,1,2
162,144338,2.0794415416798357,11,11,0,1,0,0,0,5
500,5310510,4.418840607796598,8,11,0,1,0,0,0,1
16,2524,1.6094379124341003,26,7,0,0,0,1,0,19
766,1855917,2.0794415416798357,8,4,0,0,1,0,0,2
7,11085,3.7612001156935624,37,11,0,0,1,0,0,1
169,69047,2.0794415416798357,11,7,0,0,1,0,0,2
2,155,2.70805020110221,73,18,0,0,0,1,0,1
585,2945137,4.382026634673881,1,11,0,0,1,0,0,1
4,1933,3.6635616461296463,73,13,0,0,0,0,1,1
17,957,3.7612001156935624,58,6,0,0,0,0,1,1
207,131896,4.007333185232471,7,11,0,0,1,0,0,1
22,18769,3.6375861597263857,45,8,0,0,0,0,1,1
223,139541,2.0794415416798357,14,4,0,0,1,0,0,2
235,56420,1.791759469228055,7,4,0,0,0,1,0,6
4,260,1.6094379124341003,68,11,0,0,0,1,0,8
617,1726202,4.356708826689592,6,13,0,0,1,0,0,1
15,5914,2.0794415416798357,20,11,0,0,0,0,1,5
114,53103,2.0794415416798357,3,7,0,0,1,0,0,2
435,1027622,4.787491742782046,1,13,0,0,1,0,0,1
522,2393086,4.543294782270004,1,10,0,0,1,0,0,1
615,7466976,4.454347296253507,7,1,0,0,1,0,0,1
167,94652,2.0794415416798357,45,4,0,1,0,0,0,16
5,904,1.6094379124341003,37,8,0,0,0,0,1,18
8,3052,2.0794415416798357,65,11,0,1,0,0,0,6
315,185420,1.3862943611198906,4,8,0,0,0,1,0,17
17,3089,3.5553480614894135,61,11,0,1,0,0,0,1
5,1788,1.0986122886681098,71,11,0,0,0,0,1,13
260,73729,4.07753744390572,71,11,0,1,0,0,0,1
2,368,1.3862943611198906,68,10,0,0,1,0,0,11
20,9488,4.0943445622221,71,11,0,0,0,1,0,1
29,8757,3.970291913552122,43,13,0,0,0,0,1,1
341,540972,4.356708826689592,7,13,0,1,0,0,0,1
258,107104,1.9459101490553132,13,12,0,0,1,0,0,2
387,351779,4.02535169073515,17,13,0,0,1,0,0,1
1,72,2.302585092994046,61,11,0,1,0,0,0,1
4,44,1.791759469228055,71,11,0,0,0,0,1,10
123,65493,1.9459101490553132,33,10,0,0,0,0,1,5
0,189,1.9459101490553132,92,15,0,0,0,0,1,2
167,45454,2.0794415416798357,7,11,0,0,1,0,0,1
4,677,4.02535169073515,73,11,0,0,0,0,1,1
1,73,1.791759469228055,92,4,0,0,1,0,0,18
11,730,4.3694478524670215,68,11,0,0,0,0,1,1
342,260144,2.1972245773362196,2,14,0,0,0,0,1,2
11,2934,1.6094379124341003,71,11,0,0,0,0,1,11
4,4869,1.6094379124341003,71,13,0,0,0,0,1,24
521,1346274,3.6635616461296463,7,13,0,0,0,0,1,1
7,649,2.0794415416798357,55,11,0,0,1,0,0,19
14,6275,1.9459101490553132,46,11,0,0,1,0,0,18
2,22,1.9459101490553132,92,10,0,0,1,0,0,11
19,1450,1.3862943611198906,71,11,0,0,0,1,0,2
1,10,1.791759469228055,71,15,0,0,0,0,1,2
226,335706,1.791759469228055,63,8,0,0,0,1,0,6
29,32626,1.9459101490553132,20,7,0,1,0,0,0,11
7,887,1.791759469228055,73,7,0,0,1,0,0,2
1,100,1.791759469228055,89,9,0,0,0,0,1,2
1,13,1.6094379124341003,94,11,0,0,0,0,1,13
108,11130,2.1972245773362196,35,10,0,0,0,0,1,2
37,4060,2.0794415416798357,71,11,0,0,1,0,0,2
7,1218,1.6094379124341003,69,11,0,0,1,0,0,11
226,43978,2.1972245773362196,2,8,0,1,0,0,0,2
433,1346754,4.74493212836325,8,7,0,0,1,0,0,1
17,7978,1.6094379124341003,76,18,0,0,0,1,0,2
6,364,2.0794415416798357,25,18,0,0,1,0,0,2
56,35122,1.6094379124341003,5,11,0,0,0,0,1,11
15,1504,2.833213344056216,46,18,0,0,1,0,0,1
496,1646142,4.248495242049359,71,3,0,0,0,0,1,1
361,918183,2.1972245773362196,2,8,0,0,0,1,0,2
361,867386,3.6635616461296463,1,15,0,0,1,0,0,1
563,4598583,4.343805421853684,6,7,0,0,1,0,0,1
2,1546,1.9459101490553132,71,18,0,0,0,1,0,1
1,2030,2.1972245773362196,71,4,0,0,0,0,1,2
1,17,1.9459101490553132,94,13,0,0,0,0,1,11
787,12811206,5.081404364984463,6,7,0,0,1,0,0,1
138,19415,1.9459101490553132,13,4,0,0,1,0,0,5
2,529,4.912654885736052,71,9,0,0,0,0,1,1
37,34724,2.0794415416798357,29,11,0,0,1,0,0,14
269,74044,1.9459101490553132,7,15,0,0,0,0,1,2
466,2471721,4.127134385045092,6,13,0,0,1,0,0,1
8,1263,1.9459101490553132,76,11,0,1,0,0,0,11
72,30117,1.3862943611198906,14,8,0,0,0,1,0,6
291,602967,3.091042453358316,6,11,0,0,0,0,1,1
197,49925,1.9459101490553132,8,9,0,0,1,0,0,10
4,249,2.0794415416798357,35,4,0,0,1,0,0,16
1,10,1.3862943611198906,71,10,0,0,1,0,0,11
514,606531,1.791759469228055,7,4,0,0,1,0,0,2
1,1380,3.2188758248682006,8,11,0,0,0,0,1,1
1,393,2.8903717578961645,61,11,0,0,0,0,1,1
56,4449,3.784189633918261,26,16,0,1,0,0,0,1
1,2,1.9459101490553132,71,11,0,0,0,0,1,1
4,36,2.0794415416798357,71,4,0,0,0,0,1,8
21,66650,1.9459101490553132,18,13,0,0,0,0,1,24
600,2434099,3.7612001156935624,7,10,0,0,0,0,1,1
301,206320,1.6094379124341003,17,8,0,0,0,1,0,10
274,331760,4.477336814478207,7,15,0,0,0,0,1,1
1,42,3.295836866004329,73,10,0,0,0,0,1,1
759,4513026,4.927253685157205,8,15,0,0,1,0,0,1
12,1008,1.3862943611198906,33,3,0,0,0,0,1,1
238,140522,2.0794415416798357,4,10,0,0,1,0,0,2
16,3631,2.5649493574615367,68,18,0,0,1,0,0,1
489,884885,2.0794415416798357,2,8,0,0,0,1,0,2
393,444045,2.0794415416798357,7,4,0,0,1,0,0,2
84,39577,0.6931471805599453,76,19,0,0,0,1,0,1
2,2171,1.3862943611198906,46,18,0,0,0,1,0,13
248,266574,1.3862943611198906,9,7,0,0,0,0,1,2
201,180486,2.1972245773362196,33,7,0,0,0,0,1,2
7,3432,4.3694478524670215,71,11,0,1,0,0,0,1
18,4946,4.927253685157205,7,18,0,0,0,1,0,1
17,44649,2.0794415416798357,18,11,0,0,0,0,1,5
2,36,3.1780538303479458,61,11,0,0,1,0,0,1
29,4213,4.23410650459726,61,11,0,0,1,0,0,1
20,3289,2.1972245773362196,58,11,0,0,1,0,0,1
16,5722,3.044522437723423,45,11,0,0,1,0,0,1
126,12685,2.0794415416798357,31,7,0,0,0,0,1,2
10,690,1.9459101490553132,58,18,0,1,0,0,0,1
5,797,1.9459101490553132,71,11,0,0,1,0,0,11
4,40,1.9459101490553132,71,5,0,1,0,0,0,16
4,1820,1.3862943611198906,64,19,0,0,1,0,0,2
3,176,4.174387269895637,45,15,0,0,1,0,0,1
12,1792,2.302585092994046,54,18,0,1,0,0,0,1
2,188,1.791759469228055,71,11,0,0,1,0,0,1
6,3134,1.9459101490553132,37,13,0,0,0,0,1,2
329,378729,2.0794415416798357,3,11,0,0,0,0,1,2
392,1588373,1.9459101490553132,3,2,0,0,0,1,0,2
2,20,2.0794415416798357,92,15,0,0,0,0,1,2
128,14323,1.3862943611198906,14,11,0,0,0,1,0,9
309,174879,1.9459101490553132,7,6,0,1,0,0,0,24
20,2006,2.0794415416798357,31,4,0,0,0,0,1,6
9,5848,1.791759469228055,25,7,0,0,1,0,0,19
7,689,1.0986122886681098,68,18,0,0,1,0,0,1
4,42,1.9459101490553132,43,4,0,0,0,0,1,20
696,5911890,2.1972245773362196,9,11,0,1,0,0,0,2
0,1,1.791759469228055,71,5,0,0,1,0,0,16
1,158,2.0794415416798357,68,15,0,0,1,0,0,1
33,8321,1.0986122886681098,7,18,0,0,0,1,0,1
7,693,1.9459101490553132,68,11,0,0,0,0,1,27
48,8308,1.9459101490553132,35,6,0,0,1,0,0,7
16,2582,1.791759469228055,20,11,0,0,0,0,1,5
16,2597,1.0986122886681098,71,11,0,0,1,0,0,18
191,78571,1.0986122886681098,63,8,0,0,0,1,0,14
471,973703,1.9459101490553132,3,8,0,0,0,1,0,2
1,16,2.1972245773362196,88,7,0,0,0,0,1,2
17,5161,2.0794415416798357,35,4,0,0,0,0,1,2
5,930,1.3862943611198906,71,15,0,0,1,0,0,24
1,43,2.0794415416798357,88,4,0,0,1,0,0,2
540,2095375,3.8918202981106265,6,10,0,0,1,0,0,1
28,12545,2.0794415416798357,42,11,0,0,0,0,1,24
598,761404,2.0794415416798357,3,8,0,0,0,1,0,2
5,1563,1.6094379124341003,63,11,0,0,0,0,1,24
278,169054,3.6375861597263857,16,11,0,0,0,0,1,1
18,13267,2.0794415416798357,71,11,0,0,1,0,0,11
599,3893216,4.418840607796598,1,7,0,0,1,0,0,1
142,14746,1.0986122886681098,33,8,0,0,0,1,0,26
1,50,1.6094379124341003,71,11,0,0,0,0,1,18
51,3199,3.5263605246161616,7,9,0,0,1,0,0,1
436,1561815,1.791759469228055,1,11,0,0,1,0,0,2
9,1422,2.833213344056216,71,10,0,0,0,0,1,1
15,7135,1.791759469228055,95,11,0,0,0,0,1,14
567,1865195,3.8918202981106265,7,13,0,0,0,0,1,1
1,80,2.1972245773362196,89,10,0,0,0,0,1,2
401,387527,2.5649493574615367,2,4,0,0,1,0,0,2
165,16936,1.6094379124341003,16,3,0,0,1,0,0,5
37,30193,2.0794415416798357,27,13,0,0,0,0,1,11
