screenCnt,audiAcc,act_n,dist_rank,genre_rank,등급_12세관람가,등급_12세이상관람가,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,cont_rank
55,7977,1.9459101490553132,56,11,0,1,0,0,0,2
269,208912,1.6094379124341003,5,4,0,0,1,0,0,2
75,8612,3.4657359027997265,52,11,0,0,0,1,0,1
110,97079,2.6390573296152584,3,7,0,0,1,0,0,2
1,1,2.70805020110221,88,15,0,0,0,0,1,2
11,766,1.0986122886681098,46,18,0,0,1,0,0,2
45,3472,1.3862943611198906,8,18,0,0,0,1,0,2
11,910,1.0986122886681098,72,19,0,1,0,0,0,2
250,34899,1.3862943611198906,33,8,0,0,0,1,0,8
5,37,1.3862943611198906,71,11,0,0,0,0,1,9
57,8339,1.9459101490553132,19,5,0,1,0,0,0,2
22,1414,2.5649493574615367,49,11,0,0,1,0,0,24
5,34,1.791759469228055,89,3,0,0,1,0,0,10
1,1,2.302585092994046,60,4,0,0,0,0,1,2
213,23014,1.791759469228055,12,8,0,0,0,1,0,13
1,1,1.791759469228055,71,4,0,0,1,0,0,2
314,55784,2.3978952727983707,43,8,0,0,0,1,0,13
5,49,1.791759469228055,94,15,0,0,0,0,1,2
617,397633,2.6390573296152584,15,8,0,0,0,1,0,13
1,1,0.6931471805599453,101,13,0,0,0,0,1,6
2,1899,1.3862943611198906,72,19,0,0,0,1,0,2
1,1,1.9459101490553132,99,15,0,0,1,0,0,2
1,1,1.6094379124341003,97,15,0,0,1,0,0,2
1,1,1.6094379124341003,98,9,0,0,1,0,0,5
1,1,1.791759469228055,60,4,0,0,0,0,1,5
1079,2254430,2.3978952727983707,4,4,0,1,0,0,0,2
16,1908,1.791759469228055,67,4,0,1,0,0,0,2
5,993,1.9459101490553132,56,7,0,1,0,0,0,11
4,4908,1.3862943611198906,99,6,0,0,1,0,0,2
1,1,1.6094379124341003,98,4,0,0,0,0,1,2
65,11876,1.3862943611198906,59,11,0,0,1,0,0,13
276,29354,2.1972245773362196,20,11,0,0,1,0,0,2
13,2185,1.6094379124341003,37,11,0,1,0,0,0,6
1,1,2.0794415416798357,98,10,0,0,0,0,1,2
16,752,1.791759469228055,50,11,0,1,0,0,0,11
5,58,1.791759469228055,42,4,0,0,1,0,0,11
1145,1077235,2.1972245773362196,9,4,0,0,1,0,0,2
192,163334,1.6094379124341003,6,11,0,0,0,0,1,1
147,25872,2.1972245773362196,33,11,0,1,0,0,0,5
806,540410,1.9459101490553132,4,4,0,1,0,0,0,2
629,335906,2.1972245773362196,12,7,0,0,0,1,0,11
127,9080,2.4849066497880004,29,11,0,1,0,0,0,12
62,5647,1.9459101490553132,21,8,0,1,0,0,0,6
91,9138,1.3862943611198906,28,8,0,0,0,1,0,10
1,1,1.9459101490553132,71,15,0,0,0,0,1,2
5,31,1.791759469228055,71,7,0,0,1,0,0,26
1,60,1.3862943611198906,71,12,0,1,0,0,0,30
5,34,2.1972245773362196,89,10,0,0,1,0,0,2
5,37,2.1972245773362196,89,7,0,0,1,0,0,2
345,47223,2.0794415416798357,20,11,0,0,0,1,0,2
909,1385511,2.1972245773362196,4,4,0,1,0,0,0,2
302,17290,1.3862943611198906,32,8,0,0,0,1,0,16
46,1812,2.0794415416798357,36,5,0,1,0,0,0,6
401,2182365,1.3862943611198906,5,5,0,0,0,1,0,2
1,1,1.9459101490553132,71,7,0,0,0,0,1,6
3,163,1.9459101490553132,12,11,0,0,1,0,0,10
534,55804,1.3862943611198906,28,8,0,0,0,1,0,16
5,38,2.1972245773362196,89,11,0,0,1,0,0,2
303,36737,1.6094379124341003,32,8,0,0,0,1,0,16
110,10659,1.9459101490553132,15,4,0,0,1,0,0,16
58,7312,2.3978952727983707,8,18,0,0,0,1,0,1
1,3,1.791759469228055,71,13,0,1,0,0,0,15
66,22767,1.3862943611198906,42,8,0,0,0,1,0,6
116,4754,1.791759469228055,32,4,0,0,1,0,0,16
68,58185,1.9459101490553132,25,10,0,0,0,0,1,2
6,604,1.9459101490553132,24,11,0,1,0,0,0,6
530,310956,2.0794415416798357,9,15,0,0,1,0,0,2
100,5920,1.9459101490553132,60,5,0,1,0,0,0,17
34,12032,3.091042453358316,47,18,0,0,0,1,0,2
75,4122,1.3862943611198906,71,18,0,1,0,0,0,2
1,238,1.3862943611198906,93,4,0,0,1,0,0,17
64,2186,1.3862943611198906,39,7,0,0,0,1,0,6
6,241,4.189654742026425,67,4,0,0,0,0,1,1
542,324420,4.1588830833596715,6,7,0,1,0,0,0,1
5,1011,3.8501476017100584,71,11,0,1,0,0,0,1
124,5401,2.0794415416798357,32,7,0,0,1,0,0,1
532,191880,2.0794415416798357,12,5,0,0,0,1,0,6
13,1347,1.6094379124341003,66,18,0,0,0,1,0,1
164,79446,1.0986122886681098,88,8,0,0,0,1,0,13
1,5,1.3862943611198906,95,5,0,0,1,0,0,15
1,431,3.8066624897703196,71,11,0,1,0,0,0,1
397,60365,3.912023005428146,15,3,0,0,0,0,1,1
7,15576,1.0986122886681098,61,11,0,0,0,1,0,6
24,5002,1.3862943611198906,54,18,0,1,0,0,0,1
45,3709,1.0986122886681098,71,19,0,0,0,1,0,2
144,4502,1.3862943611198906,36,4,0,0,1,0,0,2
1,1,1.0986122886681098,92,13,0,0,0,0,1,1
1,5,1.6094379124341003,93,15,0,0,1,0,0,2
97,22453,1.6094379124341003,8,11,0,0,0,0,1,2
1,1,1.0986122886681098,92,13,0,0,0,0,1,1
20,161,1.0986122886681098,71,11,0,0,0,0,1,1
1,1,1.791759469228055,95,3,0,0,1,0,0,15
1,1,1.3862943611198906,71,13,0,0,0,0,1,1
1,1,1.791759469228055,89,6,0,0,1,0,0,2
498,288016,3.6635616461296463,22,15,0,0,1,0,0,1
16,4846,1.0986122886681098,62,11,0,0,1,0,0,11
43,15720,1.791759469228055,52,7,0,0,1,0,0,12
1,1,1.0986122886681098,92,13,0,0,0,0,1,1
1,1,1.0986122886681098,98,4,0,0,1,0,0,2
19,1094,2.995732273553991,71,18,0,1,0,0,0,1
277,25903,1.3862943611198906,43,8,0,0,0,1,0,16
1,1,1.3862943611198906,89,13,0,0,0,0,1,1
702,757430,4.248495242049359,71,11,0,0,1,0,0,1
71,6737,2.0794415416798357,50,7,0,1,0,0,0,11
74,2964,1.3862943611198906,47,9,0,0,1,0,0,5
56,4934,4.804021044733257,8,11,0,0,0,0,1,1
13,3182,1.3862943611198906,71,11,0,1,0,0,0,18
79,118985,1.3862943611198906,18,11,0,1,0,0,0,2
1,1,1.791759469228055,60,6,0,0,1,0,0,16
5,50,0.6931471805599453,89,4,0,0,0,0,1,16
5,13,1.3862943611198906,71,4,0,1,0,0,0,15
1,60,2.70805020110221,71,4,0,0,1,0,0,18
63,2139,1.6094379124341003,67,13,0,1,0,0,0,20
27,2234,1.6094379124341003,46,18,0,0,1,0,0,1
154,44839,1.791759469228055,71,7,0,1,0,0,0,2
62,1732,1.0986122886681098,71,11,0,1,0,0,0,19
163,49958,1.3862943611198906,33,8,0,0,0,1,0,2
5,44,2.6390573296152584,71,7,0,0,0,0,1,1
96,14423,3.8918202981106265,36,11,0,0,1,0,0,1
330,50783,1.791759469228055,71,4,0,0,1,0,0,2
8,570,1.0986122886681098,24,7,0,0,1,0,0,11
39,4775,2.0794415416798357,27,11,0,0,1,0,0,13
5,1266,1.6094379124341003,55,11,0,0,1,0,0,2
217,170796,1.6094379124341003,71,11,0,0,0,1,0,2
1,1,2.833213344056216,100,11,0,1,0,0,0,2
1,3057,2.772588722239781,99,4,0,0,1,0,0,2
5,59,2.302585092994046,89,4,0,0,1,0,0,20
1,1,1.791759469228055,91,4,0,0,0,0,1,2
1,192,1.6094379124341003,81,13,0,0,1,0,0,6
23,6540,1.791759469228055,37,18,0,0,0,1,0,1
10,1128,4.04305126783455,37,18,0,1,0,0,0,1
1,1,2.0794415416798357,89,4,0,0,1,0,0,2
1,60,1.791759469228055,86,4,0,0,1,0,0,2
6,135,4.2626798770413155,80,4,0,0,0,0,1,1
395,51867,2.0794415416798357,9,10,0,0,1,0,0,2
20,130,1.0986122886681098,71,13,0,0,0,0,1,1
91,8721,1.791759469228055,8,13,0,0,0,0,1,11
171,19716,2.4849066497880004,9,4,0,0,0,0,1,2
1,60,2.0794415416798357,86,5,0,0,1,0,0,2
1,3,1.3862943611198906,93,4,0,0,0,0,1,18
17,3200,1.0986122886681098,37,18,0,0,0,1,0,11
71,54004,3.332204510175204,71,11,0,0,0,1,0,1
837,888386,2.0794415416798357,4,15,0,0,1,0,0,2
1,50,1.791759469228055,71,15,0,0,1,0,0,16
159,7836,1.3862943611198906,49,11,0,0,1,0,0,2
5,76,1.6094379124341003,92,4,0,0,1,0,0,16
1,1,1.791759469228055,98,11,0,0,0,1,0,2
278,36350,2.1972245773362196,36,15,0,0,0,0,1,2
24,707,3.784189633918261,58,7,0,0,0,0,1,1
1,1,1.3862943611198906,95,4,0,0,0,0,1,5
4,4,1.0986122886681098,89,4,0,0,1,0,0,2
3,76,2.0794415416798357,71,19,0,0,0,1,0,5
128,8779,1.791759469228055,71,7,0,1,0,0,0,11
24,2086,1.9459101490553132,29,9,0,0,0,0,1,22
53,22613,2.1972245773362196,50,11,0,0,0,0,1,5
1,1,1.6094379124341003,89,13,0,0,0,0,1,1
7,2724,1.0986122886681098,71,18,0,0,0,1,0,1
2,1407,4.060443010546419,71,9,0,0,1,0,0,1
18,22466,1.0986122886681098,37,18,0,0,0,1,0,2
348,82148,2.5649493574615367,12,8,0,0,0,1,0,1
1640,4857152,2.302585092994046,2,4,0,1,0,0,0,2
1,1,1.3862943611198906,95,4,0,0,1,0,0,2
101,30714,1.6094379124341003,65,11,0,1,0,0,0,6
2,2,1.9459101490553132,89,4,0,0,1,0,0,2
168,25556,1.791759469228055,32,8,0,0,0,1,0,15
38,23555,3.8501476017100584,53,13,0,0,0,0,1,1
3,3,1.791759469228055,89,15,0,0,1,0,0,2
104,58027,3.4965075614664802,71,18,0,0,0,1,0,1
61,33901,2.0794415416798357,3,11,0,1,0,0,0,2
1,2,1.3862943611198906,71,13,0,0,0,0,1,1
5,22,1.9459101490553132,91,5,0,0,1,0,0,5
1,1,1.3862943611198906,94,10,0,0,1,0,0,2
4,974,1.3862943611198906,71,11,0,0,0,0,1,6
37,10744,1.791759469228055,67,15,0,0,0,0,1,24
1,1,1.6094379124341003,94,15,0,0,0,0,1,2
6,32,1.6094379124341003,67,18,0,0,1,0,0,25
526,407727,2.4849066497880004,7,8,0,0,0,1,0,1
31,679,2.1972245773362196,39,11,0,0,0,1,0,6
212,18247,1.3862943611198906,43,4,0,0,0,1,0,16
121,90718,2.70805020110221,32,8,0,1,0,0,0,6
854,1028384,2.4849066497880004,4,4,0,1,0,0,0,2
43,4638,2.3978952727983707,46,11,0,0,0,1,0,11
158,29217,1.9459101490553132,48,13,0,0,1,0,0,2
15,861,2.302585092994046,58,11,0,1,0,0,0,1
255,86293,2.8903717578961645,15,8,0,0,0,1,0,1
98,35296,1.9459101490553132,27,11,0,0,1,0,0,2
1,60,1.791759469228055,87,4,0,0,0,0,1,2
135,13130,1.791759469228055,28,11,0,0,1,0,0,2
1,1,1.3862943611198906,101,15,0,0,0,0,1,6
119,35271,2.302585092994046,18,10,0,0,1,0,0,6
532,232016,4.343805421853684,8,13,0,0,1,0,0,1
5,53,2.302585092994046,91,4,0,1,0,0,0,2
5,55,1.3862943611198906,91,11,0,0,0,0,1,14
24,2505,2.1972245773362196,56,10,0,0,1,0,0,6
15,1904,1.0986122886681098,50,11,0,1,0,0,0,25
6,57,2.5649493574615367,89,4,0,1,0,0,0,16
817,61897,2.0794415416798357,2,4,0,0,1,0,0,2
5,18,2.3978952727983707,71,7,0,1,0,0,0,16
1,1,1.3862943611198906,101,15,0,0,0,0,1,6
35,2134,2.5649493574615367,67,9,0,0,1,0,0,2
10,602,1.791759469228055,80,2,0,1,0,0,0,2
4,19,1.6094379124341003,89,3,0,0,1,0,0,5
105,16577,3.044522437723423,53,18,0,1,0,0,0,1
1,1,1.791759469228055,89,4,0,0,0,0,1,18
5,49,2.1972245773362196,80,11,0,0,0,1,0,2
22,994,1.9459101490553132,67,11,0,0,1,0,0,17
1,1,2.3978952727983707,98,12,0,1,0,0,0,2
4,469,2.1972245773362196,39,11,0,0,0,1,0,1
79,6056,1.3862943611198906,42,11,0,1,0,0,0,19
41,1018,3.1780538303479458,67,18,0,1,0,0,0,1
272,408322,1.791759469228055,20,8,0,0,1,0,0,5
19,179,1.0986122886681098,71,13,0,0,0,0,1,1
1,60,1.6094379124341003,87,15,0,0,0,0,1,2
36,3640,1.6094379124341003,56,13,0,0,1,0,0,2
93,6989,2.0794415416798357,37,13,0,0,0,0,1,2
1,1,1.3862943611198906,101,15,0,0,0,0,1,6
200,15319,1.6094379124341003,33,10,0,0,1,0,0,23
1,1,1.791759469228055,97,5,0,0,0,1,0,2
1,4,1.3862943611198906,93,4,0,0,1,0,0,21
25,3441,0.6931471805599453,10,18,0,0,0,1,0,5
74,6514,1.9459101490553132,7,18,0,0,0,1,0,1
16,318,1.791759469228055,71,3,0,0,1,0,0,10
29,3092,1.6094379124341003,17,6,0,0,0,0,1,6
9,353,1.791759469228055,59,11,0,0,1,0,0,26
5,24,2.302585092994046,89,4,0,0,1,0,0,2
1,1,1.6094379124341003,90,4,0,0,1,0,0,2
1,1,1.0986122886681098,98,15,0,0,0,0,1,18
528,203221,1.791759469228055,12,4,0,0,1,0,0,2
16,654,2.5649493574615367,62,11,0,1,0,0,0,6
4,42,1.791759469228055,89,10,0,0,1,0,0,16
232,94281,1.3862943611198906,42,3,0,0,1,0,0,10
67,3646,1.9459101490553132,32,11,0,0,1,0,0,20
12,4871,1.3862943611198906,71,11,0,1,0,0,0,5
5,56,1.6094379124341003,89,5,0,0,1,0,0,16
103,15101,1.791759469228055,41,8,0,0,0,1,0,6
1102,5636259,5.293304824724492,7,4,0,0,1,0,0,1
1,10,1.3862943611198906,93,2,0,0,0,1,0,14
151,12425,1.0986122886681098,19,8,0,0,0,1,0,1
5,652,1.3862943611198906,71,11,0,1,0,0,0,16
1177,3510017,2.1972245773362196,2,8,0,0,0,1,0,2
20,131,1.791759469228055,84,13,0,0,0,0,1,1
390,38155,1.6094379124341003,36,10,0,0,1,0,0,1
76,10488,2.302585092994046,70,11,0,0,1,0,0,10
343,78440,1.3862943611198906,24,8,0,0,0,1,0,15
33,1850,1.6094379124341003,52,3,0,0,1,0,0,5
1017,2050909,2.0794415416798357,3,4,0,1,0,0,0,2
134,40221,1.6094379124341003,5,8,0,0,0,1,0,2
99,9008,1.791759469228055,82,8,0,0,0,1,0,6
139,18367,1.791759469228055,25,18,0,1,0,0,0,24
279,55110,1.6094379124341003,12,15,0,0,1,0,0,2
228,258478,1.6094379124341003,29,18,0,0,1,0,0,1
1057,3324861,2.0794415416798357,9,8,0,0,0,1,0,2
2,18,2.70805020110221,85,11,0,0,0,0,1,1
16,1489,3.332204510175204,66,13,0,1,0,0,0,1
1,60,1.6094379124341003,71,12,0,0,1,0,0,15
1,60,1.0986122886681098,71,4,0,0,1,0,0,5
502,250650,4.31748811353631,8,10,0,0,0,0,1,1
1,1839,1.6094379124341003,30,15,0,0,1,0,0,2
437,318737,1.0986122886681098,12,8,0,0,0,1,0,3
38,3450,0.6931471805599453,71,11,0,0,0,1,0,11
191,59923,2.3978952727983707,42,16,0,0,0,1,0,1
232,137052,1.6094379124341003,8,8,0,0,0,1,0,6
1,1,1.6094379124341003,94,7,0,0,0,0,1,2
702,1402809,2.0794415416798357,2,11,0,1,0,0,0,2
462,95542,4.709530201312334,8,11,0,1,0,0,0,1
497,97017,1.791759469228055,5,4,0,0,1,0,0,2
6,52,1.0986122886681098,78,4,0,0,1,0,0,16
5,45,1.791759469228055,89,4,0,0,1,0,0,16
206,175519,1.3862943611198906,42,13,0,1,0,0,0,6
1308,3888096,1.791759469228055,5,4,0,0,1,0,0,2
398,47088,2.1972245773362196,28,4,0,1,0,0,0,2
47,6127,1.3862943611198906,29,13,0,0,1,0,0,12
33,4314,1.791759469228055,29,11,0,0,0,0,1,11
1906,12099971,4.762173934797756,1,11,0,0,1,0,0,1
691,401541,1.6094379124341003,9,3,0,0,1,0,0,2
307,32021,1.3862943611198906,33,8,0,0,0,1,0,2
664,321018,2.3978952727983707,5,6,0,0,1,0,0,2
1620,5398994,2.1972245773362196,2,4,0,1,0,0,0,2
390,27069,1.3862943611198906,6,8,0,0,1,0,0,6
22,1322,0.6931471805599453,78,11,0,0,0,0,1,24
145,23395,1.3862943611198906,71,8,0,0,0,1,0,5
1,1,1.0986122886681098,71,13,0,0,0,0,1,1
351,166252,1.3862943611198906,6,8,0,0,0,1,0,6
5,116,1.9459101490553132,83,10,0,0,1,0,0,2
175,9579,4.653960350157523,19,13,0,0,0,0,1,1
225,8942,1.791759469228055,33,9,0,0,1,0,0,2
101,3426,1.9459101490553132,48,15,0,0,1,0,0,9
11,1788,4.04305126783455,53,7,0,0,0,0,1,1
165,8220,4.1588830833596715,19,13,0,0,0,0,1,1
429,531953,1.3862943611198906,8,9,0,0,0,0,1,1
1019,2512572,5.176149732573829,8,3,0,0,1,0,0,1
21,2263,1.791759469228055,71,3,0,0,0,0,1,2
16,1172,3.4011973816621555,54,18,0,1,0,0,0,1
46,2563,1.9459101490553132,71,6,0,0,1,0,0,15
662,24635,2.1972245773362196,10,7,0,1,0,0,0,2
66,1122,1.9459101490553132,33,3,0,0,1,0,0,5
12,411,2.0794415416798357,56,7,0,0,0,0,1,5
85,6000,1.791759469228055,42,11,0,0,1,0,0,10
35,708,1.791759469228055,30,4,0,0,1,0,0,2
4,1072,3.8066624897703196,71,16,0,1,0,0,0,1
39,3131,3.5263605246161616,54,11,0,0,0,1,0,1
155,4578,1.791759469228055,39,8,0,0,0,1,0,16
1198,715434,3.713572066704308,7,11,0,1,0,0,0,1
11,209,1.791759469228055,56,15,0,0,1,0,0,18
44,2659,2.70805020110221,77,11,0,1,0,0,0,1
68,12646,1.0986122886681098,8,17,0,1,0,0,0,1
23,2064,3.1780538303479458,54,18,0,0,0,1,0,1
277,10765,2.1972245773362196,65,11,0,0,1,0,0,27
5,200,2.0794415416798357,71,3,0,0,1,0,0,2
250,23717,2.302585092994046,19,8,0,0,0,1,0,6
22,1160,4.859812404361672,70,11,0,0,1,0,0,1
215,20113,1.9459101490553132,71,8,0,0,0,1,0,1
60,18272,2.0794415416798357,71,11,0,1,0,0,0,1
31,603,1.791759469228055,47,11,0,0,1,0,0,5
380,2151861,1.9459101490553132,71,8,0,0,1,0,0,6
831,108122,4.6443908991413725,10,10,0,0,1,0,0,1
50,1068,1.791759469228055,91,4,0,0,0,0,1,2
51,3427,4.060443010546419,19,11,0,1,0,0,0,1
34,3615,2.833213344056216,71,17,0,1,0,0,0,1
65,3372,1.791759469228055,71,8,0,1,0,0,0,6
692,93656,3.6635616461296463,8,9,0,0,1,0,0,1
138,14839,3.7612001156935624,40,3,0,0,1,0,0,1
20,1870,1.791759469228055,71,12,0,0,1,0,0,15
5,47,3.4011973816621555,67,9,0,0,0,0,1,1
906,169789,4.553876891600541,71,13,0,1,0,0,0,1
26,943,4.962844630259907,19,11,0,0,1,0,0,1
9,575,1.791759469228055,75,18,0,1,0,0,0,2
48,3279,1.791759469228055,47,15,0,0,1,0,0,23
165,6824,1.9459101490553132,42,11,0,0,0,1,0,11
49,4959,2.8903717578961645,71,11,0,0,0,1,0,1
1102,630759,1.791759469228055,2,8,0,0,0,1,0,2
22,540,1.791759469228055,77,11,0,0,0,0,1,9
2018,2048137,2.0794415416798357,2,8,0,0,0,1,0,2
143,7131,1.9459101490553132,71,4,0,0,1,0,0,14
1,80,2.4849066497880004,85,18,0,1,0,0,0,1
126,9320,2.0794415416798357,46,13,0,0,1,0,0,11
308,14697,1.791759469228055,12,8,0,0,0,1,0,11
27,475,0.6931471805599453,8,19,0,0,0,1,0,6
8,16,1.0986122886681098,90,5,0,1,0,0,0,20
236,18755,2.302585092994046,39,8,0,0,0,1,0,5
54,4072,2.0794415416798357,37,11,0,0,1,0,0,11
26,292,1.9459101490553132,30,2,0,0,1,0,0,2
5,5,1.791759469228055,93,12,0,0,1,0,0,27
49,804,1.9459101490553132,36,4,0,0,1,0,0,2
74,10398,0.6931471805599453,40,18,0,0,0,1,0,1
658,1764233,3.8501476017100584,3,10,0,0,0,0,1,2
180,14275,1.791759469228055,37,11,0,1,0,0,0,24
39,2024,4.31748811353631,19,11,0,1,0,0,0,1
154,3839,1.791759469228055,47,8,0,0,0,1,0,16
5,48,1.3862943611198906,71,19,0,1,0,0,0,1
79,1459,2.0794415416798357,95,7,0,0,1,0,0,11
52,1140,3.970291913552122,36,11,0,1,0,0,0,1
267,12137,2.0794415416798357,12,11,0,0,0,1,0,5
355,39401,1.6094379124341003,32,8,0,0,0,1,0,2
1998,2123652,1.9459101490553132,5,4,0,0,1,0,0,2
30,11059,1.791759469228055,71,11,0,0,0,1,0,18
356,10997,2.833213344056216,30,15,0,0,1,0,0,1
19,886,1.9459101490553132,71,11,0,0,0,1,0,1
5,15,1.9459101490553132,91,4,0,0,1,0,0,5
5,100,1.9459101490553132,93,12,0,0,1,0,0,30
29,1410,2.0794415416798357,7,15,0,0,0,0,1,2
137,2856,1.791759469228055,65,10,0,0,1,0,0,24
49,2114,1.791759469228055,71,13,0,1,0,0,0,24
54,4611,1.6094379124341003,8,19,0,0,0,1,0,1
1,20,1.6094379124341003,81,15,0,0,0,0,1,2
45,1897,4.663439094112067,56,11,0,0,0,0,1,1
36,2283,2.70805020110221,71,18,0,1,0,0,0,1
71,7941,1.791759469228055,42,11,0,0,0,0,1,2
399,24571,2.5649493574615367,33,8,0,1,0,0,0,6
89,27279,1.791759469228055,90,15,0,0,1,0,0,2
139,4733,1.9459101490553132,30,4,0,0,1,0,0,2
22,2148,1.791759469228055,47,19,0,0,0,1,0,6
42,660,1.791759469228055,71,8,0,0,0,1,0,6
1,1,1.791759469228055,97,16,0,0,0,1,0,2
1,1,1.791759469228055,97,4,0,0,1,0,0,5
25,3897,1.791759469228055,9,11,0,1,0,0,0,2
7,354,1.9459101490553132,71,18,0,1,0,0,0,1
5,100,1.3862943611198906,71,2,0,0,1,0,0,16
5,207,1.791759469228055,71,10,0,0,1,0,0,24
41,581,4.553876891600541,67,7,0,0,1,0,0,1
894,1144894,4.248495242049359,1,7,0,0,1,0,0,1
1476,4779501,5.043425116919247,1,1,0,0,1,0,0,1
691,132427,1.9459101490553132,71,10,0,0,0,0,1,21
157,14799,2.0794415416798357,6,8,0,0,0,1,0,6
36,3252,3.9318256327243257,71,11,0,1,0,0,0,1
156,8545,2.0794415416798357,40,8,0,0,0,1,0,1
36,2156,2.1972245773362196,30,3,0,0,1,0,0,2
6,43,1.791759469228055,30,4,0,1,0,0,0,16
1603,2195683,4.07753744390572,1,7,0,1,0,0,0,1
119,6221,1.791759469228055,6,7,0,1,0,0,0,16
1074,537470,4.290459441148391,1,7,0,0,1,0,0,1
1998,4352669,3.6109179126442243,8,3,0,0,1,0,0,1
938,227065,2.0794415416798357,30,4,0,0,0,0,1,2
184,9540,2.0794415416798357,42,11,0,0,1,0,0,5
41,2458,1.791759469228055,27,13,0,1,0,0,0,19
420,36962,2.0794415416798357,20,13,0,0,1,0,0,2
23,1111,1.791759469228055,71,13,0,1,0,0,0,6
58,3573,4.0943445622221,19,11,0,0,1,0,0,1
569,83275,5.25227342804663,19,11,0,0,1,0,0,1
18,605,2.3978952727983707,40,13,0,0,1,0,0,1
77,5206,4.394449154672439,29,11,0,0,1,0,0,1
50,480,1.0986122886681098,90,2,0,0,1,0,0,2
37,1794,0.6931471805599453,8,15,0,0,1,0,0,1
239,4872,1.791759469228055,19,11,0,0,1,0,0,13
167,4888,1.791759469228055,33,8,0,0,0,1,0,13
147,4241,1.9459101490553132,33,8,0,0,0,1,0,13
63,9558,2.1972245773362196,71,17,0,0,0,1,0,1
44,2910,1.791759469228055,71,11,0,1,0,0,0,2
129,4451,1.791759469228055,42,11,0,1,0,0,0,16
4,256,3.4965075614664802,69,11,0,0,1,0,0,1
1,20,1.791759469228055,71,10,0,0,1,0,0,2
25,560,1.791759469228055,43,3,0,0,1,0,0,19
48,1741,3.8918202981106265,71,3,0,0,1,0,0,1
1,1,1.791759469228055,97,4,0,0,1,0,0,2
2137,1790797,5.407171771460119,7,11,0,0,1,0,0,1
13,505,1.791759469228055,80,13,0,0,0,0,1,5
216,66360,1.9459101490553132,39,8,0,0,0,1,0,6
3,27,1.791759469228055,82,4,0,0,1,0,0,6
60,5527,0.6931471805599453,71,18,0,1,0,0,0,1
262,41138,1.791759469228055,10,7,0,1,0,0,0,16
43,3644,2.0794415416798357,46,7,0,0,0,1,0,6
15,214,3.912023005428146,71,13,0,1,0,0,0,1
18,219,4.04305126783455,77,11,0,1,0,0,0,1
62,9631,4.02535169073515,29,18,0,1,0,0,0,1
44,4465,3.970291913552122,71,11,0,0,1,0,0,1
128,36405,2.0794415416798357,33,15,0,0,1,0,0,9
53,349,1.791759469228055,67,15,0,0,1,0,0,1
92,2695,2.0794415416798357,77,11,0,1,0,0,0,2
11,2908,1.791759469228055,95,4,0,0,1,0,0,2
25,1865,2.3978952727983707,40,19,0,0,1,0,0,1
47,9389,3.258096538021482,37,18,0,0,0,1,0,1
100,6605,2.0794415416798357,65,11,0,1,0,0,0,6
5,175,1.791759469228055,19,13,0,1,0,0,0,1
5,100,1.3862943611198906,86,4,0,0,1,0,0,16
13,217,2.0794415416798357,32,12,0,0,1,0,0,5
79,2334,3.9512437185814275,19,11,0,1,0,0,0,1
554,82388,2.0794415416798357,71,4,0,0,1,0,0,2
15,1309,1.791759469228055,47,4,0,0,1,0,0,2
710,308545,1.791759469228055,30,10,0,0,1,0,0,2
120,175146,0.6931471805599453,9,11,0,1,0,0,0,2
570,101616,4.430816798843313,23,7,0,0,1,0,0,1
734,143309,1.791759469228055,9,3,0,0,1,0,0,2
25,10708,4.59511985013459,54,11,0,0,1,0,0,1
80,1654,2.0794415416798357,30,10,0,0,0,0,1,24
46,595,1.791759469228055,30,4,0,0,1,0,0,16
89,5011,1.791759469228055,71,15,0,0,1,0,0,2
232,7114,1.9459101490553132,71,11,0,1,0,0,0,5
668,101793,2.0794415416798357,5,4,0,1,0,0,0,2
1,1,1.9459101490553132,97,10,0,0,0,0,1,2
60,1346,1.791759469228055,30,4,0,0,1,0,0,20
158,14915,4.060443010546419,27,11,0,1,0,0,0,1
182,23773,1.791759469228055,33,4,0,1,0,0,0,15
345,25739,4.174387269895637,8,7,0,1,0,0,0,1
930,447048,4.709530201312334,71,7,0,0,1,0,0,1
235,28534,2.302585092994046,33,2,0,0,1,0,0,2
47,780,1.791759469228055,60,11,0,0,1,0,0,2
30,2710,3.2188758248682006,58,18,0,1,0,0,0,1
42,1669,1.791759469228055,8,11,0,0,0,0,1,2
1,348,4.454347296253507,71,11,0,0,1,0,0,1
185,5460,1.6094379124341003,32,8,0,0,0,1,0,16
12,413,2.6390573296152584,75,11,0,1,0,0,0,1
1110,351162,4.127134385045092,8,7,0,1,0,0,0,1
101,10341,1.3862943611198906,29,11,0,0,1,0,0,1
6,484,3.7612001156935624,71,13,0,0,1,0,0,1
117,16251,0.6931471805599453,71,19,0,0,0,1,0,1
13,250,1.0986122886681098,74,19,0,0,0,1,0,13
453,22729,4.624972813284271,19,11,0,1,0,0,0,1
29,442,2.833213344056216,30,4,0,0,1,0,0,1
83,8039,2.1972245773362196,42,7,0,0,1,0,0,2
598,53759,2.302585092994046,30,13,0,0,0,0,1,1
22,431,1.0986122886681098,47,18,0,0,0,1,0,1
19,1627,1.791759469228055,71,6,0,0,1,0,0,2
2648,3049573,1.791759469228055,2,4,0,1,0,0,0,2
