Column1,title,directors,actors,plots,genre,runtime,keywords,등급,국적,screenCnt,audiAcc,salesAcc,개봉일,제작비,네이버_기대지수,star_buzz,Movie_Buzz
302,더 플랜,최진성,"김어준, 김재광, HENRY E.BRADY, PHILIP B. STARK, DAVID D. DILL, BEV HARRIS, CLINT CURTIS, JOHN C. BONIFAZ, DOUGLAS W. JONES, BRAD FRIEDMAN, 현화신, 전희경, CONSTANZE KURZ, ROP GONGGRIJP, ULRICH WIESNER, KARINA SCHORN, 이정렬, 송영길, 박한용, 권석철, 한홍구, 조해수, 조유빈, 송병우, 윤황철, 김난경, 최영남, 봉투 Y, 봉투 K 김현승, 봉투 T, 김상호, 곽경숙, 강선미, 한길순, 권성선","당신의 손을 떠난 한 표는 과연 어디로 갔을까?2012년 대선이 남긴 ‘숫자’ 속 미스터리를 밝혀라!지난 18대 대선을 되짚어보자. 전국 13,500여 개 투표소의 투표함들은 251개의 개표소로 이동됐고, 1,300 여대의 ‘전자 개표기’에 의해 분류됐다.그렇게 분류된 데이터를 위원장이 공표하고, 이후 전국에 방송된다. 그런데 이상한 일이 일어났다. 전국 251개의 모든 개표소에서 같은 패턴을 가지고 등장하는 ‘어떤 숫자’를 발견한 것.과학자, 수학자, 통계학자, 국내외 해커들이 모두 뭉쳐 이 수상한 숫자의 비밀을 파헤치기 시작했다. 추적 결과, 그들은 소름 끼치도록 놀랍고 충격적인 사실을 발견하는데….",다큐멘터리,102,"대선,투표,개표,대통령선거,개표부정의혹,부정선거",15세이상관람가,한국,156,34225,263526895,2017-04-20,400000000,20349,486,569
303,작은 빛,조민재,"곽진무, 변중희, 김현, 신문성, 윤성원, 최용현, 남미정, 정규진, 김정훈, 전일성, 이두의, 서민수, 임대용, 서순용, 주광현",뇌수술을 받아야 하는 진무는 수술 후에 기억을 잃을 수 있다는 말을 듣고 기억해야 하는 것을 캠코더에 담기 시작한다. 진무는 그 과정에서 가족들에 대한 기억과 기억나지 않던 아버지를 떠올리게 된다.,드라마,90,"녹화,가족,과거의 기억,뇌수술,캠코더,기록,아버지,추억",12세이상관람가,한국,21,1926,15038960,2020-01-23,20000000,73,103,267
304,특별시민,박인제,"최민식, 곽도원, 심은경, 문소리, 라미란, 류혜영, 이기홍, 이서환, 윤재인, 김호연, 이지성, 김홍파, 조한철, 남문철, 진선규, 박병은, 이윤희, 강신철, 서이숙, 이수경, 김학선, 박종환, 이경영, 마동석, 김종수, 김혜은, 김민재, 민지환, 박혁권, 김창옥, 최자, 개코, 이주연, 성열석, 김윤태, 김주령, 장준녕, 서상원, 이종구, 김수안, 구민혁, 박지연, 한기장, 이성우, 공성하, 서문호, 이소진, 이상준, 장영주, 차수미, 원현지, 남신우, 정주희, 한다솔, 문혜영, 이새로미, 임채선, 박보경, 신창수, 신중혁, 강기영, 김도윤, 곽인호, 장인호, 정재성, 남유진, 이원섭, 신동필, 남태훈, 이동용, 배윤범, 송용호, 조명행, 정성호, 김효준, 장근영, 고명운, 권수진, 김성혁, 정재윤, 강혜은, 임윤비, 이영민, 강후재, 유승민, 박용, 금동현, 이상구, 안지혜, 권용덕, 이현웅, 장유, 최우형, 이광훈, 고재운, 이육헌, 최인순, 최예록, 정연서, 원하, 최은화, 장용철, 염시훈, 이도군, 이준범, 이재현, 안수빈, 권훈, 김경석, 임병석, 윤태희, 배미경, 박영복, 황진호, 임수현, 이채영, 김은경, 조전범, 강주희, 김상우, 김선영, 정병진, 김민호, 이민선, 양태희, 나경철, 주혜경, 정병욱"," 사람들이 믿게 만드는 것. 그게 바로 선거야 오직 서울만 사랑하는, 발로 뛰는 서울시장 ‘변종구’(최민식)하지만 실은 어느 정치인보다도 최고 권력을 지향하며 이미지 관리에 철저한 정치 9단이다.선거 공작의 일인자인 선거대책본부장 ‘심혁수’(곽도원)를 파트너로 삼고,겁없이 선거판에 뛰어든 젊은 광고 전문가 ‘박경’(심은경)까지 새롭게 영입한 변종구는차기 대권을 노리며, 헌정 사상 최초의 3선 서울시장에 도전한다.하지만 상대 후보들의 치열한 공세에 예기치 못했던 사건들까지 일어나며변종구의 3선을 향한 선거전에 위기가 거듭되는데...선거는 전쟁, 정치는 쇼!1,029만 명의 마음을 빼앗기 위한또 한 번의 쇼가 시작된다!",드라마,131,"서울시장,서울시청,시장선거,지방선거,선거캠프,부패정치인",15세이상관람가,한국,1154,1362634,10494768945,2017-04-26,10000000000,4647,940,654
305,불량한 가족,장재일,"박원상, 박초롱, 도지한, 김다예, 서지희, 박유하, 이가원, 박하은, 김영희, 안여진, 이승아, 안재성, 주영호, 하주희","“내 딸의 아빠라는 놈이 나타났다…?!”바이올리니스트를 꿈꾸는 ‘유리’는 자신을 은근히 따돌리는 친구들 사이에서 겉돌지만 아빠를 실망시키지 않기 위해 견디려 애쓴다.그러던 어느 날, 친구들의 계획으로 한밤 중 폐가에 홀로 가게 된 ‘유리’는 독특한 차림의 ‘다혜’를 만나 일탈을 시작하게 되고, ‘다혜’의 특별한 패밀리를 만나 새로운 가족이 되는데…",코미디,103,"가족,아빠와딸,여고생,갈등과화해,성장",12세이상관람가,한국,161,4872,41519940,2020-07-09,2500000000,901,323,197
306,살아남은 아이,신동석,"최무성, 김여진, 성유빈, 김경익, 문영동, 이화룡, 박찬, 김도영, 류의현, 정회중, 김상우, 이민재, 정태성, 공상아, 성열석, 김추월, 박주용, 손석배, 박영진, 백정집, 김광식, 송숙희, 박성연, 엄옥란, 최요한, 윤부진, 이승훈, 김재만, 김기송, 장준휘, 홍상표, 김도현, 곽자형, 전석찬, 안민영, 김준범, 김혜원, 최찬숙, 한진성, 김재성, 장승화, 김상범, 조남현, 왕효정, 이순옥, 강형구, 김연우, 김인웅, 홍성운, 김서연, 이유리, 장영성, 박승찬, 설보라, 설한나, 송승헌, 양명섭, 윤운숙, 박진희, 인영교, 김교필, 배준성, 이현주, 임정균, 전승영, 김광숙, 이범희, 김소담, 노은주, 박혜성, 신소니아, 임송혁, 김신경, 김지혜, 남궁승, 박혜주, 이수연, 이종재, 이진희, 임지원, 조선혜, 조성은, 차재민, 홍승완, 홍지승, 홍지은, 가정호, 이수지, 전대식, 조훈상, 주소윤, 하유정, 황혜정, 서영민, 지동주, 감세하, 구소정, 권영훈, 김바다, 김시영, 김희정, 마미희, 문동주, 박찬흠, 서주현, 서지민, 성채린, 오영란, 원효빈, 윤승현, 윤토아, 이가람, 이경진, 이다은, 이명재, 이수민, 이재희, 이효석, 전시은, 정승진, 조은아, 지동윤, 최상현, 최정환, 권희주, 이정연, 이다윗","“어떻게 된 건지, 아무도 모르잖아요.”아들 은찬을 잃은 성철과 미숙은 아들이 목숨을 걸고 구한 아이 기현과 우연히 마주친다.  슬픔에 빠져있던 성철과 미숙은 기현을 통해 상실감을 견뎌내고,  기댈 곳 없던 기현 역시 성철과 미숙에게 마음을 열어간다.  그러던 어느 날, 기현의 예상치 못한 고백은 세 사람의 관계를 뒤흔든다.",드라마,124,"고등학생,학교폭력,왕따,고백,거짓말,죄책감",12세이상관람가,한국,68,10652,89138900,2018-08-30,200000000,202,182,408
307,남산의 부장들,우민호,"이병헌, 이성민, 곽도원, 이희준, 김소진, 서현우, 지현준, 박성근, 박지일, 이태형, 주석태, 이도국, 김승훈, 김민상, 성민수, 정미형, 조혜주, 김명선, 이하영, 전우재, 손병욱, 윤충, 염석무, 박현우, 김태훈, 최재훈, 조영규, 이수광, 박기만, 엄지만, 천명재, 김낙균, 김용우, 천재홍, 김지나, 이태호, 정종우, 윤기창, 손인용, 박소윤, 이영용, 김성철, 장은채, 유정호, 정문용, 신하준, 이승진, 제리 렉터, Lee Leonard, Steve Kramer, John Michaels, 데이빗 파이프, Paul Battle, Jamie Horan, 카림 벨카드라, Eric BERNARD, Aimen DERRIACHI, 홍연주, 김율비, 김소형, 한지민, 허재민, 김이소, 민지원, 손이경, 박규희, 임윤영, 양지호, 손태인, 이예나, 이효재, 한신화, 권단희, 이예지, 강유진, 곽승린, 곽승주, 김수현, 안연우, 경서진, 김유림, 도유정, 이소담, 신서정, 조승현, 정원석, 오진석, 남승화, 유대식, 장의돈, 구윤회, 양재훈, 김동환, 이광식, 김병남, 오대환, 이충훈, 이병관, 김지성, 박하균, 이상철, 김홍파","“각하, 제가 어떻게 하길 원하십니까”1979년 10월 26일, 중앙정보부장 김규평(이병헌)이 대한민국 대통령을 암살한다.이 사건의 40일전, 미국에서는 전 중앙정보부장 박용각(곽도원)이 청문회를 통해 전 세계에 정권의 실체를 고발하며 파란을 일으킨다.그를 막기 위해 중앙정보부장 김규평과 경호실장 곽상천(이희준)이 나서고, 대통령 주변에는 충성 세력과 반대 세력들이 뒤섞이기 시작하는데…흔들린 충성, 그 날의 총성",드라마,114,"대통령,암살,1970년대,정치공작,중앙정보부,베스트셀러원작,절대권력,한국현대사,권력다툼,실화바탕,2인자,박정희대통령,김재규,재현,실존인물",15세이상관람가,한국,1659,4750104,41223596650,2020-01-22,20800000000,10378,1622,593
308,잔칫날,김록경,"하준, 소주연, 오치운, 이정은, 정인기, 김자영, 안민영, 박경근, 허웅, 황재열, 김진모, 남지혜, 이지현, 박건규, 임호준, 강성호, 오현수, 신철용, 문선용, 송지호, 양귀례, 추미희, 김종인, 구민혁, 유성재, 추은경, 목규리, 양현성, 김자홍, 김현주, 박정민, 최태이, 성하경, 홍상우, 박진용, 박수연, 박봉주, 이진하, 박유진, 천신남, 문병권, 김규빈, 정창근, 김혜숙, 김군미, 김민정, 박보현, 이인숙, 이혜진, 홍태규, 김록경, 손다영, 임수빈, 조민성, 최효은, 김기남, 배제기, 박승규, 박채원, 엄윤선","경만은 병원에 오랫동안 입원해 있는 아버지를 여동생 경미와 함께 간호하며 각종 행사 일을 하는 무명 MC 이다. 어느 날 갑자기 아버지가 돌아가셨다는 연락을 받고 달려간 장례식장. 슬퍼할 겨를도 없이 장례비용에 대한 걱정을 하며 사람들에게 연락을 하지만 생각처럼 돈이 마련되지 않는다. 그러던 중 행사 일을 함께 하는 선배로부터 행사 대타 제안의 전화를 받게 되고, 돈이 필요했던 경만은 적지 않은 액수를 듣고 수락한다. 장례 둘째 날, 경미에게 금방 나갔다 오겠다며 장례식장을 맡기고 삼천포 궁지마을 삼복 할머니 댁으로 향한다. 팔순 잔치를 진행하던 중에 삼복 할머니가 병원으로 실려 가게 되자 잔칫집은 아수라장이 된다. 할머니가 쓰러진 이유가 경만 때문이라는 마을의 실세인 청년회장과 부녀회장의 오해를 받게 되면서 잔칫집을 떠날 수 없는 상황에 닥친 경만. 경만은 아버지의 장례를 치를 수 있을까...",드라마,108,"부친상,팔순잔치,오해,장례,아이러니",12세이상관람가,한국,240,10809,83241060,2020-12-02,190000000,308,295,293
309,항거:유관순 이야기,조민호,"고아성, 김새벽, 김예은, 정하담, 김남진, 김지성, 임자혜, 나누리, 정소영, 임유정, 박지원, 채송화, 신영주, 김연정, 임윤진, 조아라, 김영은, 김은희, 최미라, 장민영, 임영혜, 신현진, 김신영, 배향, 윤예솔, 류경수, 이성원, 심태영, 최일순, 이영석, 이수연, 최무성, 오지영, 하성광, 김아송, 이효린, 임한빈, 김현호, 김명, 오상무, 율찬, 공정현, 윤상돈, 류성민, 이형원, 하진, 정효정, 권현진, 노승범, 강왕수, 김정원, 고병택, 정교, 권다솜, 김경록, 노경섭, 박한마, 강시후, 신하준, 박찬우, 송용기, 진호은, 최성윤","1919년 3.1 만세운동 후 세평도 안 되는 서대문 감옥 8호실 속,영혼만은 누구보다 자유로웠던 유관순과 8호실 여성들의 1년의 이야기.",드라마,105,"실존인물,실화바탕,유관순,3.1운동,서대문형무소,독립운동가,31운동,삼일운동,일제강점기,일제시대,일제치하,1919년,1920년,고문,아리랑",12세이상관람가,한국,1094,1157707,9290065101,2019-02-27,1000000000,466,557,13
310,도어락,이권,"공효진, 김예원, 김성오, 조복래, 이가섭, 한지은, 장준녕, 차엽, 윤종석, 장유, 이종구, 배명진, 이홍내, 김재화, 손영희, 염문경, 오누리, 김보경, 김지현, 김유정, 노민정, 이청오, 고은영, 정종우, 박숙명, 이광훈, 김지한, 김동규, 박초연, 백민준, 박서연, 장효석, 제승현, 전지윤, 홍희자, 조미초, 전승엽, 최만성, 옥주리, 허성우, 강정민, 서순용, 조영란, 배유리, 이천희, 김광규","오피스텔에 혼자 살고 있는 평범한 직장인 경민(공효진). 퇴근 후 집에 돌아온 경민은 원룸의 도어락 덮개가 열려있는 것을 발견한다. 불안한 마음에 도어락 비밀번호를 변경해보지만 그날 밤, 잠들기 전 문 밖에서 들리는 소리 '삐-삐-삐-삐- 잘못 누르셨습니다' 공포감에 휩싸인 경민은 경찰에 신고를 하지만 그들은 경민의 잦은 신고를 귀찮아 할 뿐, 대수롭지 않게 여긴다. 그리고 얼마 뒤, 경민의 원룸에서 낯선 사람의 침입 흔적과 함께 의문의 살인 사건이 발생하고 자신도 안전하지 않음을 직감한 경민은 직접 사건의 실체를 쫓게 되는데..! 열려 있는 도어락 덮개, 지문으로 뒤덮인 키패드, 현관 앞 담배꽁초 혼자 사는 원룸, 이곳에 누군가 숨어있다!",스릴러,102,"원룸,살인사건,무단침입,오피스텔,비밀번호",15세이상관람가,한국,954,1545442,12694612486,2018-12-05,3000000000,383,1119,839
311,광대들: 풍문조작단,김주호,"조진웅, 손현주, 박희순, 고창석, 김슬기, 윤박, 김민석, 최원영, 장남열, 김희찬, 최은선, 백수희, 임수지, 이동희, 최광덕, 정미남, 김영직, 박재완, 오무용, 김영준, 나호원, 임정민, 전정일, 권홍석, 심성효, 박노식, 신현승, 김도담, 차미경, 김낙균, 김장원, 유병선, 김순애, 오강율, 엄옥란, 조지현, 허성우, 곽최산, 송지민, 조미라, 신치영, 신성일, 조은주, 강정혁, 장지용, 박지열, 김광현, 문재원, 한재웅, 최정현, 배건하, 이창범, 이재빈, 전성원, 김건, 최광제, 홍근택, 장재권, 서동진, 이우성, 안수호, 김성용, 정윤하, 조은유, 엄윤아, 조혜인, 배경민, 전수연, 김수은, 김세별, 김니나, 서재희, 채민지, 이민정, 서하영, 김민서, 서인성, 박영복, 서문호, 이상민, 김주경, 김기석, 이준구, 박준영, 박성빈, 박상훈, 김시호, 채종규, 이운산, 곽자형, 엄혜수, 정성훈, 김문수, 권혁성, 황윤성, 김두현, 홍원의, 라희정, 전지수, 유해밀, 박귀순, 이종운, 윤육, 한상호, 강수호, 안대현, 유희제, 김창겸, 정한호, 조규완, 박찬규, 김준석, 박해용, 천용현, 조신근, 강소백, 유광수, 백준선, 최철민, 김재홍, 김준모, 송수근, 최준서, 권예은, 천준호, 정윤성, 정신영, 선호삼, 이병희, 장한별, 지상민, 권지훈, 김승찬, 심철민, 강현구, 서민우, 김남우, 심철민, 이찬희, 최춘범, 윤성민, 채성원, 배환, 이확광, 강현구, 이창준, 류경미, 최귀화, 정인기, 이국주, 정아미","세조 실록에 기록된 40여건의 기이한 현상, 그 뒤에는 바로 광대들이 있었다?!조선 팔도를 무대로 풍문을 조작하고 민심을 뒤흔드는 광대패 5인방. 어느 날 조선 최고의 권력자 ‘한명회’로부터 조카를 죽이고 왕이 된 ‘세조’의 미담을 만들어내라는 명을 받는다. 광대패의 리더 ‘덕호’와 무리들은 목숨을 걸고 지금껏 듣지도 보지도 못한 놀라운 판을 짜기 시작하는데… 그들이 뜨는 순간, 역사가 뒤바뀐다!",사극,108,"세조대왕,광대,한명회,조작",12세이상관람가,한국,806,637021,5226776088,2019-08-21,14000000000,279,716,4
