screenCnt,Target,act_n,dist_rank,genre_rank,등급_12세관람가,등급_12세이상관람가,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,cont_rank
5,11,1.6094379124341003,89,4,0,0,1,0,0,17
90,11,1.791759469228055,43,11,0,0,1,0,0,11
361,11,4.290459441148391,2,7,0,1,0,0,0,1
49,11,1.3862943611198906,34,10,0,0,0,0,1,11
707,11,2.1972245773362196,3,11,0,1,0,0,0,2
803,11,2.5649493574615367,6,8,0,0,0,1,0,1
47,11,2.302585092994046,54,11,0,1,0,0,0,1
36,11,1.9459101490553132,40,11,0,1,0,0,0,5
219,11,1.0986122886681098,25,8,0,0,0,1,0,11
1,11,1.9459101490553132,99,15,0,0,0,0,1,24
177,11,1.9459101490553132,13,11,0,1,0,0,0,2
33,11,1.791759469228055,62,8,0,0,1,0,0,6
1229,8,4.762173934797756,8,1,0,0,1,0,0,1
8,11,1.3862943611198906,71,11,0,0,1,0,0,13
271,11,2.0794415416798357,13,11,0,1,0,0,0,6
175,11,2.302585092994046,88,15,0,0,0,0,1,2
1,11,1.3862943611198906,98,15,0,0,1,0,0,6
459,11,1.791759469228055,4,8,0,0,0,1,0,2
16,11,2.772588722239781,71,18,0,1,0,0,0,1
790,10,4.584967478670572,11,9,0,0,1,0,0,1
239,11,1.0986122886681098,38,4,0,1,0,0,0,15
398,11,1.791759469228055,7,11,0,0,0,0,1,2
1,11,1.0986122886681098,71,10,0,0,1,0,0,11
1,11,3.044522437723423,60,4,0,0,1,0,0,3
1,11,1.0986122886681098,99,10,0,0,0,0,1,2
5,11,1.791759469228055,89,9,0,0,1,0,0,16
1501,4,4.499809670330265,8,4,0,0,1,0,0,1
105,11,1.3862943611198906,13,8,0,1,0,0,0,6
53,11,1.6094379124341003,28,13,0,1,0,0,0,6
40,11,1.0986122886681098,38,8,0,1,0,0,0,5
1140,8,4.48863636973214,20,7,0,1,0,0,0,1
1,11,1.791759469228055,71,15,0,0,1,0,0,1
14,11,2.302585092994046,71,8,0,0,1,0,0,1
14,11,1.791759469228055,54,18,0,1,0,0,0,1
66,11,1.6094379124341003,38,11,0,1,0,0,0,2
30,11,1.0986122886681098,78,13,0,1,0,0,0,6
55,11,2.833213344056216,58,11,0,1,0,0,0,1
1064,9,4.5217885770490405,1,3,0,0,1,0,0,1
767,10,4.867534450455582,7,5,0,1,0,0,0,1
85,11,0.6931471805599453,26,18,0,1,0,0,0,5
41,11,3.044522437723423,20,18,0,0,0,1,0,1
150,11,1.9459101490553132,33,8,0,0,0,1,0,22
130,11,2.3978952727983707,34,8,0,1,0,0,0,6
19,11,2.0794415416798357,55,11,0,1,0,0,0,1
293,11,2.0794415416798357,40,8,0,0,0,1,0,25
5,11,1.0986122886681098,29,13,0,1,0,0,0,20
49,11,3.044522437723423,20,18,0,0,0,1,0,1
100,11,1.6094379124341003,29,11,0,1,0,0,0,2
10,11,4.290459441148391,71,7,0,0,1,0,0,1
19,11,1.0986122886681098,71,13,0,0,0,0,1,1
137,11,1.9459101490553132,48,4,0,1,0,0,0,6
19,11,3.8501476017100584,66,11,0,0,1,0,0,1
1,11,2.3978952727983707,71,11,0,1,0,0,0,6
5,11,1.6094379124341003,93,10,0,0,0,0,1,5
5,11,2.0794415416798357,43,4,0,0,1,0,0,2
5,11,1.6094379124341003,91,5,0,0,1,0,0,16
233,11,2.0794415416798357,40,8,0,0,0,1,0,16
56,11,1.9459101490553132,48,11,0,1,0,0,0,11
698,11,2.1972245773362196,3,8,0,0,0,1,0,2
350,11,1.6094379124341003,44,8,0,0,0,1,0,14
121,11,1.3862943611198906,34,5,0,0,0,1,0,16
21,11,2.70805020110221,33,6,0,1,0,0,0,6
5,11,2.302585092994046,71,4,0,0,1,0,0,16
1,11,0.6931471805599453,71,11,0,0,0,0,1,6
143,11,1.791759469228055,34,4,0,0,0,0,1,11
20,11,1.0986122886681098,11,18,0,0,0,1,0,5
37,11,2.0794415416798357,28,13,0,0,1,0,0,25
2,11,2.772588722239781,62,13,0,1,0,0,0,6
1,11,1.791759469228055,90,15,0,0,1,0,0,2
331,11,1.3862943611198906,34,8,0,0,0,1,0,11
677,11,1.791759469228055,7,15,0,0,1,0,0,2
21,11,2.70805020110221,33,6,0,1,0,0,0,6
1,11,2.0794415416798357,91,4,0,0,1,0,0,16
1,11,1.791759469228055,42,8,0,0,0,1,0,29
135,11,2.0794415416798357,3,7,0,0,1,0,0,2
186,11,2.1972245773362196,71,11,0,0,0,0,1,2
5,11,1.791759469228055,71,10,0,0,1,0,0,2
4,11,1.0986122886681098,78,4,0,0,1,0,0,20
41,11,2.3978952727983707,57,10,0,0,1,0,0,6
22,11,1.9459101490553132,89,10,0,0,0,0,1,2
39,11,1.6094379124341003,30,6,0,0,1,0,0,21
136,11,2.0794415416798357,34,8,0,0,0,1,0,16
8,11,2.1972245773362196,70,11,0,0,0,0,1,25
120,11,1.6094379124341003,71,9,0,0,1,0,0,2
20,11,1.0986122886681098,71,8,0,0,0,1,0,6
1,11,1.791759469228055,89,5,0,0,1,0,0,2
45,11,2.1972245773362196,33,8,0,0,1,0,0,6
1090,9,1.9459101490553132,3,4,0,1,0,0,0,2
301,11,1.791759469228055,88,11,0,1,0,0,0,2
1,11,1.791759469228055,59,9,0,0,1,0,0,21
55,11,1.9459101490553132,57,11,0,1,0,0,0,2
269,11,1.6094379124341003,5,4,0,0,1,0,0,2
75,11,3.4657359027997265,53,11,0,0,0,1,0,1
110,11,2.6390573296152584,3,7,0,0,1,0,0,2
1,11,2.70805020110221,88,15,0,0,0,0,1,2
11,11,1.0986122886681098,47,18,0,0,1,0,0,2
45,11,1.3862943611198906,8,18,0,0,0,1,0,2
11,11,1.0986122886681098,72,19,0,1,0,0,0,2
250,11,1.3862943611198906,34,8,0,0,0,1,0,8
5,11,1.3862943611198906,71,11,0,0,0,0,1,9
57,11,1.9459101490553132,20,5,0,1,0,0,0,2
22,11,2.5649493574615367,50,11,0,0,1,0,0,24
5,11,1.791759469228055,89,3,0,0,1,0,0,10
1,11,2.302585092994046,60,4,0,0,0,0,1,2
213,11,1.791759469228055,13,8,0,0,0,1,0,13
1,11,1.791759469228055,71,4,0,0,1,0,0,2
314,11,2.3978952727983707,44,8,0,0,0,1,0,13
5,11,1.791759469228055,94,15,0,0,0,0,1,2
617,11,2.6390573296152584,16,8,0,0,0,1,0,13
1,11,0.6931471805599453,98,13,0,0,0,0,1,6
2,11,1.3862943611198906,72,19,0,0,0,1,0,2
1,11,1.9459101490553132,96,15,0,0,1,0,0,2
1,11,1.6094379124341003,97,15,0,0,1,0,0,2
1,11,1.6094379124341003,99,9,0,0,1,0,0,5
1,11,1.791759469228055,60,4,0,0,0,0,1,5
1079,9,2.3978952727983707,4,4,0,1,0,0,0,2
16,11,1.791759469228055,67,4,0,1,0,0,0,2
5,11,1.9459101490553132,57,7,0,1,0,0,0,11
4,11,1.3862943611198906,96,6,0,0,1,0,0,2
1,11,1.6094379124341003,99,4,0,0,0,0,1,2
65,11,1.3862943611198906,59,11,0,0,1,0,0,13
276,11,2.1972245773362196,21,11,0,0,1,0,0,2
13,11,1.6094379124341003,38,11,0,1,0,0,0,6
1,11,2.0794415416798357,99,10,0,0,0,0,1,2
16,11,1.791759469228055,51,11,0,1,0,0,0,11
5,11,1.791759469228055,43,4,0,0,1,0,0,11
1145,10,2.1972245773362196,9,4,0,0,1,0,0,2
192,11,1.6094379124341003,6,11,0,0,0,0,1,1
147,11,2.1972245773362196,34,11,0,1,0,0,0,5
806,11,1.9459101490553132,4,4,0,1,0,0,0,2
629,11,2.1972245773362196,13,7,0,0,0,1,0,11
127,11,2.4849066497880004,30,11,0,1,0,0,0,12
62,11,1.9459101490553132,22,8,0,1,0,0,0,6
91,11,1.3862943611198906,29,8,0,0,0,1,0,10
1,11,1.9459101490553132,71,15,0,0,0,0,1,2
5,11,1.791759469228055,71,7,0,0,1,0,0,26
1,11,1.3862943611198906,71,12,0,1,0,0,0,30
5,11,2.1972245773362196,89,10,0,0,1,0,0,2
5,11,2.1972245773362196,89,7,0,0,1,0,0,2
345,11,2.0794415416798357,21,11,0,0,0,1,0,2
909,10,2.1972245773362196,4,4,0,1,0,0,0,2
302,11,1.3862943611198906,33,8,0,0,0,1,0,16
46,11,2.0794415416798357,37,5,0,1,0,0,0,6
401,9,1.3862943611198906,5,5,0,0,0,1,0,2
1,11,1.9459101490553132,71,7,0,0,0,0,1,6
3,11,1.9459101490553132,13,11,0,0,1,0,0,10
534,11,1.3862943611198906,29,8,0,0,0,1,0,16
5,11,2.1972245773362196,89,11,0,0,1,0,0,2
303,11,1.6094379124341003,33,8,0,0,0,1,0,16
110,11,1.9459101490553132,16,4,0,0,1,0,0,16
58,11,2.3978952727983707,8,18,0,0,0,1,0,1
1,11,1.791759469228055,71,13,0,1,0,0,0,15
66,11,1.3862943611198906,43,8,0,0,0,1,0,6
116,11,1.791759469228055,33,4,0,0,1,0,0,16
68,11,1.9459101490553132,26,10,0,0,0,0,1,2
6,11,1.9459101490553132,25,11,0,1,0,0,0,6
530,11,2.0794415416798357,9,15,0,0,1,0,0,2
100,11,1.9459101490553132,60,5,0,1,0,0,0,17
34,11,3.091042453358316,48,18,0,0,0,1,0,2
75,11,1.3862943611198906,71,18,0,1,0,0,0,2
1,11,1.3862943611198906,93,4,0,0,1,0,0,17
64,11,1.3862943611198906,40,7,0,0,0,1,0,6
6,11,4.189654742026425,67,4,0,0,0,0,1,1
542,11,4.1588830833596715,6,7,0,1,0,0,0,1
5,11,3.8501476017100584,71,11,0,1,0,0,0,1
124,11,2.0794415416798357,33,7,0,0,1,0,0,1
532,11,2.0794415416798357,13,5,0,0,0,1,0,6
13,11,1.6094379124341003,66,18,0,0,0,1,0,1
164,11,1.0986122886681098,88,8,0,0,0,1,0,13
1,11,1.3862943611198906,95,5,0,0,1,0,0,15
1,11,3.8066624897703196,71,11,0,1,0,0,0,1
397,11,3.912023005428146,16,3,0,0,0,0,1,1
7,11,1.0986122886681098,61,11,0,0,0,1,0,6
24,11,1.3862943611198906,55,18,0,1,0,0,0,1
45,11,1.0986122886681098,71,19,0,0,0,1,0,2
144,11,1.3862943611198906,37,4,0,0,1,0,0,2
1,11,1.0986122886681098,92,13,0,0,0,0,1,1
1,11,1.6094379124341003,93,15,0,0,1,0,0,2
97,11,1.6094379124341003,8,11,0,0,0,0,1,2
1,11,1.0986122886681098,92,13,0,0,0,0,1,1
20,11,1.0986122886681098,71,11,0,0,0,0,1,1
1,11,1.791759469228055,95,3,0,0,1,0,0,15
1,11,1.3862943611198906,71,13,0,0,0,0,1,1
1,11,1.791759469228055,89,6,0,0,1,0,0,2
498,11,3.6635616461296463,23,15,0,0,1,0,0,1
16,11,1.0986122886681098,62,11,0,0,1,0,0,11
43,11,1.791759469228055,53,7,0,0,1,0,0,12
1,11,1.0986122886681098,92,13,0,0,0,0,1,1
1,11,1.0986122886681098,99,4,0,0,1,0,0,2
19,11,2.995732273553991,71,18,0,1,0,0,0,1
277,11,1.3862943611198906,44,8,0,0,0,1,0,16
1,11,1.3862943611198906,89,13,0,0,0,0,1,1
702,11,4.248495242049359,71,11,0,0,1,0,0,1
71,11,2.0794415416798357,51,7,0,1,0,0,0,11
74,11,1.3862943611198906,48,9,0,0,1,0,0,5
56,11,4.804021044733257,8,11,0,0,0,0,1,1
13,11,1.3862943611198906,71,11,0,1,0,0,0,18
79,11,1.3862943611198906,19,11,0,1,0,0,0,2
1,11,1.791759469228055,60,6,0,0,1,0,0,16
5,11,0.6931471805599453,89,4,0,0,0,0,1,16
5,11,1.3862943611198906,71,4,0,1,0,0,0,15
1,11,2.70805020110221,71,4,0,0,1,0,0,18
63,11,1.6094379124341003,67,13,0,1,0,0,0,20
27,11,1.6094379124341003,47,18,0,0,1,0,0,1
154,11,1.791759469228055,71,7,0,1,0,0,0,2
62,11,1.0986122886681098,71,11,0,1,0,0,0,19
163,11,1.3862943611198906,34,8,0,0,0,1,0,2
5,11,2.6390573296152584,71,7,0,0,0,0,1,1
96,11,3.8918202981106265,37,11,0,0,1,0,0,1
330,11,1.791759469228055,71,4,0,0,1,0,0,2
8,11,1.0986122886681098,25,7,0,0,1,0,0,11
39,11,2.0794415416798357,28,11,0,0,1,0,0,13
5,11,1.6094379124341003,56,11,0,0,1,0,0,2
217,11,1.6094379124341003,71,11,0,0,0,1,0,2
1,11,2.833213344056216,100,11,0,1,0,0,0,2
1,11,2.772588722239781,96,4,0,0,1,0,0,2
5,11,2.302585092994046,89,4,0,0,1,0,0,20
1,11,1.791759469228055,91,4,0,0,0,0,1,2
1,11,1.6094379124341003,81,13,0,0,1,0,0,6
23,11,1.791759469228055,38,18,0,0,0,1,0,1
10,11,4.04305126783455,38,18,0,1,0,0,0,1
1,11,2.0794415416798357,89,4,0,0,1,0,0,2
1,11,1.791759469228055,86,4,0,0,1,0,0,2
6,11,4.2626798770413155,80,4,0,0,0,0,1,1
395,11,2.0794415416798357,9,10,0,0,1,0,0,2
20,11,1.0986122886681098,71,13,0,0,0,0,1,1
91,11,1.791759469228055,8,13,0,0,0,0,1,11
171,11,2.4849066497880004,9,4,0,0,0,0,1,2
1,11,2.0794415416798357,86,5,0,0,1,0,0,2
1,11,1.3862943611198906,93,4,0,0,0,0,1,18
17,11,1.0986122886681098,38,18,0,0,0,1,0,11
71,11,3.332204510175204,71,11,0,0,0,1,0,1
837,11,2.0794415416798357,4,15,0,0,1,0,0,2
1,11,1.791759469228055,71,15,0,0,1,0,0,16
159,11,1.3862943611198906,50,11,0,0,1,0,0,2
5,11,1.6094379124341003,92,4,0,0,1,0,0,16
1,11,1.791759469228055,99,11,0,0,0,1,0,2
278,11,2.1972245773362196,37,15,0,0,0,0,1,2
24,11,3.784189633918261,58,7,0,0,0,0,1,1
1,11,1.3862943611198906,95,4,0,0,0,0,1,5
4,11,1.0986122886681098,89,4,0,0,1,0,0,2
3,11,2.0794415416798357,71,19,0,0,0,1,0,5
128,11,1.791759469228055,71,7,0,1,0,0,0,11
24,11,1.9459101490553132,30,9,0,0,0,0,1,22
53,11,2.1972245773362196,51,11,0,0,0,0,1,5
1,11,1.6094379124341003,89,13,0,0,0,0,1,1
7,11,1.0986122886681098,71,18,0,0,0,1,0,1
2,11,4.060443010546419,71,9,0,0,1,0,0,1
18,11,1.0986122886681098,38,18,0,0,0,1,0,2
348,11,2.5649493574615367,13,8,0,0,0,1,0,1
1640,7,2.302585092994046,2,4,0,1,0,0,0,2
1,11,1.3862943611198906,95,4,0,0,1,0,0,2
101,11,1.6094379124341003,65,11,0,1,0,0,0,6
2,11,1.9459101490553132,89,4,0,0,1,0,0,2
168,11,1.791759469228055,33,8,0,0,0,1,0,15
38,11,3.8501476017100584,54,13,0,0,0,0,1,1
3,11,1.791759469228055,89,15,0,0,1,0,0,2
104,11,3.4965075614664802,71,18,0,0,0,1,0,1
61,11,2.0794415416798357,3,11,0,1,0,0,0,2
1,11,1.3862943611198906,71,13,0,0,0,0,1,1
5,11,1.9459101490553132,91,5,0,0,1,0,0,5
1,11,1.3862943611198906,94,10,0,0,1,0,0,2
4,11,1.3862943611198906,71,11,0,0,0,0,1,6
37,11,1.791759469228055,67,15,0,0,0,0,1,24
1,11,1.6094379124341003,94,15,0,0,0,0,1,2
6,11,1.6094379124341003,67,18,0,0,1,0,0,25
526,11,2.4849066497880004,7,8,0,0,0,1,0,1
31,11,2.1972245773362196,40,11,0,0,0,1,0,6
212,11,1.3862943611198906,44,4,0,0,0,1,0,16
121,11,2.70805020110221,33,8,0,1,0,0,0,6
854,10,2.4849066497880004,4,4,0,1,0,0,0,2
43,11,2.3978952727983707,47,11,0,0,0,1,0,11
158,11,1.9459101490553132,49,13,0,0,1,0,0,2
15,11,2.302585092994046,58,11,0,1,0,0,0,1
255,11,2.8903717578961645,16,8,0,0,0,1,0,1
98,11,1.9459101490553132,28,11,0,0,1,0,0,2
1,11,1.791759469228055,87,4,0,0,0,0,1,2
135,11,1.791759469228055,29,11,0,0,1,0,0,2
1,11,1.3862943611198906,98,15,0,0,0,0,1,6
119,11,2.302585092994046,19,10,0,0,1,0,0,6
532,11,4.343805421853684,8,13,0,0,1,0,0,1
5,11,2.302585092994046,91,4,0,1,0,0,0,2
5,11,1.3862943611198906,91,11,0,0,0,0,1,14
24,11,2.1972245773362196,57,10,0,0,1,0,0,6
15,11,1.0986122886681098,51,11,0,1,0,0,0,25
6,11,2.5649493574615367,89,4,0,1,0,0,0,16
817,11,2.0794415416798357,2,4,0,0,1,0,0,2
5,11,2.3978952727983707,71,7,0,1,0,0,0,16
1,11,1.3862943611198906,98,15,0,0,0,0,1,6
35,11,2.5649493574615367,67,9,0,0,1,0,0,2
10,11,1.791759469228055,80,2,0,1,0,0,0,2
4,11,1.6094379124341003,89,3,0,0,1,0,0,5
105,11,3.044522437723423,54,18,0,1,0,0,0,1
1,11,1.791759469228055,89,4,0,0,0,0,1,18
5,11,2.1972245773362196,80,11,0,0,0,1,0,2
22,11,1.9459101490553132,67,11,0,0,1,0,0,17
1,11,2.3978952727983707,99,12,0,1,0,0,0,2
4,11,2.1972245773362196,40,11,0,0,0,1,0,1
79,11,1.3862943611198906,43,11,0,1,0,0,0,19
41,11,3.1780538303479458,67,18,0,1,0,0,0,1
272,11,1.791759469228055,21,8,0,0,1,0,0,5
19,11,1.0986122886681098,71,13,0,0,0,0,1,1
1,11,1.6094379124341003,87,15,0,0,0,0,1,2
36,11,1.6094379124341003,57,13,0,0,1,0,0,2
93,11,2.0794415416798357,38,13,0,0,0,0,1,2
1,11,1.3862943611198906,98,15,0,0,0,0,1,6
200,11,1.6094379124341003,34,10,0,0,1,0,0,23
1,11,1.791759469228055,97,5,0,0,0,1,0,2
1,11,1.3862943611198906,93,4,0,0,1,0,0,21
25,11,0.6931471805599453,11,18,0,0,0,1,0,5
74,11,1.9459101490553132,7,18,0,0,0,1,0,1
16,11,1.791759469228055,71,3,0,0,1,0,0,10
29,11,1.6094379124341003,18,6,0,0,0,0,1,6
9,11,1.791759469228055,59,11,0,0,1,0,0,26
5,11,2.302585092994046,89,4,0,0,1,0,0,2
1,11,1.6094379124341003,90,4,0,0,1,0,0,2
1,11,1.0986122886681098,99,15,0,0,0,0,1,18
528,11,1.791759469228055,13,4,0,0,1,0,0,2
16,11,2.5649493574615367,62,11,0,1,0,0,0,6
4,11,1.791759469228055,89,10,0,0,1,0,0,16
232,11,1.3862943611198906,43,3,0,0,1,0,0,10
67,11,1.9459101490553132,33,11,0,0,1,0,0,20
12,11,1.3862943611198906,71,11,0,1,0,0,0,5
5,11,1.6094379124341003,89,5,0,0,1,0,0,16
103,11,1.791759469228055,42,8,0,0,0,1,0,6
1102,6,5.293304824724492,7,4,0,0,1,0,0,1
1,11,1.3862943611198906,93,2,0,0,0,1,0,14
151,11,1.0986122886681098,20,8,0,0,0,1,0,1
5,11,1.3862943611198906,71,11,0,1,0,0,0,16
1177,8,2.1972245773362196,2,8,0,0,0,1,0,2
20,11,1.791759469228055,84,13,0,0,0,0,1,1
390,11,1.6094379124341003,37,10,0,0,1,0,0,1
76,11,2.302585092994046,70,11,0,0,1,0,0,10
343,11,1.3862943611198906,25,8,0,0,0,1,0,15
33,11,1.6094379124341003,53,3,0,0,1,0,0,5
1017,9,2.0794415416798357,3,4,0,1,0,0,0,2
134,11,1.6094379124341003,5,8,0,0,0,1,0,2
99,11,1.791759469228055,82,8,0,0,0,1,0,6
139,11,1.791759469228055,26,18,0,1,0,0,0,24
279,11,1.6094379124341003,13,15,0,0,1,0,0,2
228,11,1.6094379124341003,30,18,0,0,1,0,0,1
1057,8,2.0794415416798357,9,8,0,0,0,1,0,2
2,11,2.70805020110221,85,11,0,0,0,0,1,1
16,11,3.332204510175204,66,13,0,1,0,0,0,1
1,11,1.6094379124341003,71,12,0,0,1,0,0,15
1,11,1.0986122886681098,71,4,0,0,1,0,0,5
502,11,4.31748811353631,8,10,0,0,0,0,1,1
1,11,1.6094379124341003,31,15,0,0,1,0,0,2
437,11,1.0986122886681098,13,8,0,0,0,1,0,3
38,11,0.6931471805599453,71,11,0,0,0,1,0,11
191,11,2.3978952727983707,43,16,0,0,0,1,0,1
232,11,1.6094379124341003,8,8,0,0,0,1,0,6
1,11,1.6094379124341003,94,7,0,0,0,0,1,2
702,10,2.0794415416798357,2,11,0,1,0,0,0,2
462,11,4.709530201312334,8,11,0,1,0,0,0,1
497,11,1.791759469228055,5,4,0,0,1,0,0,2
6,11,1.0986122886681098,78,4,0,0,1,0,0,16
5,11,1.791759469228055,89,4,0,0,1,0,0,16
206,11,1.3862943611198906,43,13,0,1,0,0,0,6
1308,8,1.791759469228055,5,4,0,0,1,0,0,2
398,11,2.1972245773362196,29,4,0,1,0,0,0,2
47,11,1.3862943611198906,30,13,0,0,1,0,0,12
33,11,1.791759469228055,30,11,0,0,0,0,1,11
1906,1,4.762173934797756,1,11,0,0,1,0,0,1
691,11,1.6094379124341003,9,3,0,0,1,0,0,2
307,11,1.3862943611198906,34,8,0,0,0,1,0,2
664,11,2.3978952727983707,5,6,0,0,1,0,0,2
1620,6,2.1972245773362196,2,4,0,1,0,0,0,2
390,11,1.3862943611198906,6,8,0,0,1,0,0,6
22,11,0.6931471805599453,78,11,0,0,0,0,1,24
145,11,1.3862943611198906,71,8,0,0,0,1,0,5
1,11,1.0986122886681098,71,13,0,0,0,0,1,1
351,11,1.3862943611198906,6,8,0,0,0,1,0,6
5,11,1.9459101490553132,83,10,0,0,1,0,0,2
175,11,4.653960350157523,20,13,0,0,0,0,1,1
225,11,1.791759469228055,34,9,0,0,1,0,0,2
101,11,1.9459101490553132,49,15,0,0,1,0,0,9
11,11,4.04305126783455,54,7,0,0,0,0,1,1
165,11,4.1588830833596715,20,13,0,0,0,0,1,1
429,11,1.3862943611198906,8,9,0,0,0,0,1,1
1019,9,5.176149732573829,8,3,0,0,1,0,0,1
21,11,1.791759469228055,71,3,0,0,0,0,1,2
16,11,3.4011973816621555,55,18,0,1,0,0,0,1
46,11,1.9459101490553132,71,6,0,0,1,0,0,15
662,11,2.1972245773362196,11,7,0,1,0,0,0,2
66,11,1.9459101490553132,34,3,0,0,1,0,0,5
12,11,2.0794415416798357,57,7,0,0,0,0,1,5
85,11,1.791759469228055,43,11,0,0,1,0,0,10
35,11,1.791759469228055,31,4,0,0,1,0,0,2
4,11,3.8066624897703196,71,16,0,1,0,0,0,1
39,11,3.5263605246161616,55,11,0,0,0,1,0,1
155,11,1.791759469228055,40,8,0,0,0,1,0,16
1198,11,3.713572066704308,7,11,0,1,0,0,0,1
11,11,1.791759469228055,57,15,0,0,1,0,0,18
44,11,2.70805020110221,77,11,0,1,0,0,0,1
68,11,1.0986122886681098,8,17,0,1,0,0,0,1
23,11,3.1780538303479458,55,18,0,0,0,1,0,1
277,11,2.1972245773362196,65,11,0,0,1,0,0,27
5,11,2.0794415416798357,71,3,0,0,1,0,0,2
250,11,2.302585092994046,20,8,0,0,0,1,0,6
22,11,4.859812404361672,70,11,0,0,1,0,0,1
215,11,1.9459101490553132,71,8,0,0,0,1,0,1
60,11,2.0794415416798357,71,11,0,1,0,0,0,1
31,11,1.791759469228055,48,11,0,0,1,0,0,5
380,9,1.9459101490553132,71,8,0,0,1,0,0,6
831,11,4.6443908991413725,11,10,0,0,1,0,0,1
50,11,1.791759469228055,91,4,0,0,0,0,1,2
51,11,4.060443010546419,20,11,0,1,0,0,0,1
34,11,2.833213344056216,71,17,0,1,0,0,0,1
65,11,1.791759469228055,71,8,0,1,0,0,0,6
692,11,3.6635616461296463,8,9,0,0,1,0,0,1
138,11,3.7612001156935624,41,3,0,0,1,0,0,1
20,11,1.791759469228055,71,12,0,0,1,0,0,15
5,11,3.4011973816621555,67,9,0,0,0,0,1,1
906,11,4.553876891600541,71,13,0,1,0,0,0,1
26,11,4.962844630259907,20,11,0,0,1,0,0,1
9,11,1.791759469228055,75,18,0,1,0,0,0,2
48,11,1.791759469228055,48,15,0,0,1,0,0,23
165,11,1.9459101490553132,43,11,0,0,0,1,0,11
49,11,2.8903717578961645,71,11,0,0,0,1,0,1
1102,11,1.791759469228055,2,8,0,0,0,1,0,2
22,11,1.791759469228055,77,11,0,0,0,0,1,9
2018,9,2.0794415416798357,2,8,0,0,0,1,0,2
143,11,1.9459101490553132,71,4,0,0,1,0,0,14
1,11,2.4849066497880004,85,18,0,1,0,0,0,1
126,11,2.0794415416798357,47,13,0,0,1,0,0,11
308,11,1.791759469228055,13,8,0,0,0,1,0,11
27,11,0.6931471805599453,8,19,0,0,0,1,0,6
8,11,1.0986122886681098,90,5,0,1,0,0,0,20
236,11,2.302585092994046,40,8,0,0,0,1,0,5
54,11,2.0794415416798357,38,11,0,0,1,0,0,11
26,11,1.9459101490553132,31,2,0,0,1,0,0,2
5,11,1.791759469228055,93,12,0,0,1,0,0,27
49,11,1.9459101490553132,37,4,0,0,1,0,0,2
74,11,0.6931471805599453,41,18,0,0,0,1,0,1
658,10,3.8501476017100584,3,10,0,0,0,0,1,2
180,11,1.791759469228055,38,11,0,1,0,0,0,24
39,11,4.31748811353631,20,11,0,1,0,0,0,1
154,11,1.791759469228055,48,8,0,0,0,1,0,16
5,11,1.3862943611198906,71,19,0,1,0,0,0,1
79,11,2.0794415416798357,95,7,0,0,1,0,0,11
52,11,3.970291913552122,37,11,0,1,0,0,0,1
267,11,2.0794415416798357,13,11,0,0,0,1,0,5
355,11,1.6094379124341003,33,8,0,0,0,1,0,2
1998,9,1.9459101490553132,5,4,0,0,1,0,0,2
30,11,1.791759469228055,71,11,0,0,0,1,0,18
356,11,2.833213344056216,31,15,0,0,1,0,0,1
19,11,1.9459101490553132,71,11,0,0,0,1,0,1
5,11,1.9459101490553132,91,4,0,0,1,0,0,5
5,11,1.9459101490553132,93,12,0,0,1,0,0,30
29,11,2.0794415416798357,7,15,0,0,0,0,1,2
137,11,1.791759469228055,65,10,0,0,1,0,0,24
49,11,1.791759469228055,71,13,0,1,0,0,0,24
54,11,1.6094379124341003,8,19,0,0,0,1,0,1
1,11,1.6094379124341003,81,15,0,0,0,0,1,2
45,11,4.663439094112067,57,11,0,0,0,0,1,1
36,11,2.70805020110221,71,18,0,1,0,0,0,1
71,11,1.791759469228055,43,11,0,0,0,0,1,2
399,11,2.5649493574615367,34,8,0,1,0,0,0,6
89,11,1.791759469228055,90,15,0,0,1,0,0,2
139,11,1.9459101490553132,31,4,0,0,1,0,0,2
22,11,1.791759469228055,48,19,0,0,0,1,0,6
42,11,1.791759469228055,71,8,0,0,0,1,0,6
1,11,1.791759469228055,97,16,0,0,0,1,0,2
1,11,1.791759469228055,97,4,0,0,1,0,0,5
25,11,1.791759469228055,9,11,0,1,0,0,0,2
7,11,1.9459101490553132,71,18,0,1,0,0,0,1
5,11,1.3862943611198906,71,2,0,0,1,0,0,16
5,11,1.791759469228055,71,10,0,0,1,0,0,24
41,11,4.553876891600541,67,7,0,0,1,0,0,1
894,10,4.248495242049359,1,7,0,0,1,0,0,1
1476,7,5.043425116919247,1,1,0,0,1,0,0,1
691,11,1.9459101490553132,71,10,0,0,0,0,1,21
157,11,2.0794415416798357,6,8,0,0,0,1,0,6
36,11,3.9318256327243257,71,11,0,1,0,0,0,1
156,11,2.0794415416798357,41,8,0,0,0,1,0,1
36,11,2.1972245773362196,31,3,0,0,1,0,0,2
6,11,1.791759469228055,31,4,0,1,0,0,0,16
1603,9,4.07753744390572,1,7,0,1,0,0,0,1
119,11,1.791759469228055,6,7,0,1,0,0,0,16
1074,11,4.290459441148391,1,7,0,0,1,0,0,1
1998,7,3.6109179126442243,8,3,0,0,1,0,0,1
938,11,2.0794415416798357,31,4,0,0,0,0,1,2
184,11,2.0794415416798357,43,11,0,0,1,0,0,5
