,title,directors,actors,genre,등급,국적,screenCnt,audiAcc,salesAcc,개봉일,제작비,네이버_기대지수,star_buzz,movie_buzz_naver,google_trend
152,공범자들,최승호,"이명박, 김재철, 김장겸, 고대영",다큐멘터리,15세이상관람가,한국,228.0,258478.0,2017678800.0,2017-08-17,200000000.0,10237.0,301,31,0.0
153,흔들리는 물결,김진도,"심희섭, 고원희, 이승호, 민경옥, 김보경, 조재룡, 이지혜, 이도현, 목규리, 고경민, 김용준, 신미영, 김호진, 윤혜리, 정원조, 한승도, 장웅, 조현임, 이삼애, 김동영, 김승주, 김은수, 김윤미, 조현정, 임지은, 정진각, 선종남",멜로/로맨스,12세이상관람가,한국,16.0,1489.0,10556000.0,2016-10-27,200000000.0,242.0,36,9,0.0
154,비밀은 없다,이경미,"손예진, 김주혁, 김소희, 최유화, 신지훈, 김민재, 박진우, 문영동, 정도원, 손종학, 유재명, 장우진, 강지원, 예수정, 한철우, 장준녕, 설창희, 김윤지, 김진구, 이상희, 김창훈, 엄옥란, 손호석, 임그린, 강덕중, 이민아, 김가희, 신유민, 이남경, 박규리, 정예진, 곽영현, 예린, 김영권, 조우성, 안지범, 마웅규, 육지만, 장한승, 최현우, 김상일, 성현미, 서진원, 신세용, 서보익, 유창한, 김성준, 최은영, 손화자, 김정현, 손성찬, 진하진, 고재윤, 류문선, 김기령, 장규미, 신치영, 엄지만, 신동은, 조승연, 채송아, 김아림, 이민식, 조범근, 김예원, 장재우, 김성희, 김말구, 민경수, 이연주, 장순영, 조미초, 김의성, 김말구",스릴러,청소년관람불가,한국,502.0,250650.0,2027801239.0,2016-06-23,4200000000.0,3971.0,749,47,249.0
155,걷기왕,백승화,"심은경, 박주희, 김새벽, 허정도, 안승균, 김광규, 김정영, 윤지원, 이재진, 안재홍, 최명빈, 이정환, 이새로미, 정미경, 김진아, 최원, 이주영, 오경화, 전원규, 임태진, 정대훈, 한송이, 이나영, 조하민, 오현승, 조현태, 심은우, 임연희, 변진수, Max Reynolds, Andrey Burakov, Gilbert Brian Cooke, Grant Ross Brennan, EKATEPYNA BALEREBHA, 옥주리, 김연정, 주인철, 서준열, 김평의, 함성민, 신지희, 윤성호, 조은지, 최은지, 김예지, 방수진, 장가현, 정단비, 방범석, 강일수, 김신동, 한정인, 김대종, 조경빈, 최봉석, 이나영, 이준용, 이민용, 조주형, 강아윤, 박태현, 이철민, 이수아, 김은향, 우지현, 최혜림, 최현석, 백수아, 지혜연, 김우신, 권상효, 장현진, 이규진, 김진규, 김순수, 이동혁, 박민준, 이동빈, 이태훈, 김다은, 임지훈, 강민범, 김민준, 최영후, 김진규, 정희, 임예진, 박건우, 김소영, 강현주, 정준영, 박세영, 오은비, 곽미현, 황수진, 최효주, 고아라, 정규환, 정한성, 최준기, 서영욱, 김은석, 김윤진, 김찬미, 김준범, 박기덕, 윤여춘, 오경화, 최명빈, 김아현",드라마,12세이상관람가,한국,462.0,95542.0,710905075.0,2016-10-20,500000000.0,1663.0,394,24,520.0
156,택시운전사,장훈,"송강호, 토마스 크레취만, 유해진, 류준열, 박혁권, 최귀화, 차순배, 신담수, 류성현, 엄태구, 박민희, 이정은, 유은미, 권순준, 윤석호, 허정도, 이봉련, 이호철, 이용이, 한근섭, 홍완표, 장지웅, 박성현, 박상진, 백인권, 김대현, 송진우, 오석규, 안용우, 송병철, 김신웅, 이새별, 차미경, 배준수, 어주선, 유순철, 박주용, 구성환, 이설구, 손경원, 장해숙, 이새로미, 이수민, 양선영, 김정민, 한동원, 김민식, 성도현, 김경일, 한성용, 백현우, 문광식, 서현우, 장인호, 조승연, SAMUEL LORCA, 포레스트 이안 엣슬러, ALBRIGHT BRADRORD, DANIEL JOSEPH IRVEN, 류선영, 최재섭, 오재균, 임학순, 김대진, 손종환, SCHOLZ FRANZ ANTON F, MANDIC JURE, 이상필, 양산지, 이주환, 이지완, 김정수, 김화목, 문태유, 김진상, 김용훈, 윤석진, 서정우, 김태환, 황인범, 김종필, 노광흔, 이지은, 황옥선, 김수원, 정태석, 안윤국, 이성호, 황민형, 한수희, 이호균, 김나인, 이원구, 김문명, 박도준, 이지혁, 나은총, 유승현, 이창섭, 송지언, 이주영, 장용웅, 홍준우, 이세라, 김현숙, 류충범, 박성현, 배진영, 최나린, MICHAELS JOHN DAVID, LIST PERYE BENTLEY SOLOMONS, 정진영, 고창석, 전혜진, 류태호, 정석용",드라마,15세이상관람가,한국,1906.0,12099971.0,95284747049.0,2017-08-02,15000000000.0,45603.0,2053,127,371.0
157,나홀로 휴가,조재현,"박혁권, 윤주, 이준혁, 김수진, 김한준, 권진, 이명우, 김영필, 김상규, 박정우, 이성호, 이상욱, 박철민, 이정은, 임근아, 동효희, 박윤호, 손승연, 동방우, 이영수, 성열석, 김동현, 이지현, 이광기, 이서연, 이승철, 이선민, 김유라, 차봄, 신영진, 김보라, 김지안, 김창회, 유순철, 묘적사 환풍주지스님, 김미준, 신혜정, 이동용, 김재구, 한상우, 임은지, 김남우, 김제동, 이승용, 조재현, 조민주, 이한위, 김예희, 조지승, 박재홍, 강수은, 고주현, 차지혜, 김근영, 김지효, 이찬재, 이찬솔, 이승미, 이동언, 최호윤, 황소영, 홍세영, 강세준",멜로/로맨스,청소년관람불가,한국,165.0,8220.0,62136700.0,2016-09-22,200000000.0,946.0,120,12,291.0
158,조작된 도시,박광현,"지창욱, 심은경, 안재홍, 오정세, 김기천, 김민교, 김상호, 이수빈, 배민정, 미석, 전역산, 한대훈, 이하늬, 김호정, 이순원, 김슬기, 심원철, 서이안, 최귀화, 권태원, 김지훈, 노남석, 윤성민, 이석, 유승옥, 유인석, 안연선, 이종구, 이무생, 배용근, 조용재, 김태현, 이상혁, 안재현, 김철환, 리민, 이현걸, 김진만, 김준영, 박준규, 정미남, 김기석, 김지훈, 김민호, 최창국, 이상진, 금광산, 황보정일, 원근수, 오정환, 미르, 차루, 한주, 식스, 준영, 호리센, 칼리드 타피아, 아피아 아게망, 박경혜, 김재철, 정수남, 한지은, 최아림, 이도국, 김태현, 손강국, 송요셉, 권혁준, 신정만, 서진, 성두원, 한성관, 정대원, 서지승, 김도윤, 김태민, 승의열, 이정훈, 조연우, 조아라, 김명지, 엄지만, 최지은, 우지이, 김지윤, 임용순, 공현두, 황주호, 김수웅, 하성광, 류경진, 원명진, 박중근, 정지호, 신승학, 박정환, 박지홍, 오지홍, 김동우, 김사훈, 임지수, 김금순, 길창규, 신영빈, 백승철, 박창희, 조택희, 강현중, 전재성, 임형준, 전영제, 정근수, 정성훈, 김흥태, 정기선, 이응석, 최샛별, 김지현, 정민균, 신경주, 이광현, 고명수, 신민철, 오준표, 박지후, 한지우, 신동호, 백단비, 김근호, 백예현, 조민수, 조진규, 양희성, 김지수, 최지숙, 박미희, 이유나, 유소연, 이유진, 최경미, 황보라, 박지혜, 이나리, 임지선, 권숙경, 김솔림, 박차현, 방혜린, 배소진, 안루비, 이가현, 이성훈, 송채연, 임수경, 임재현, 장윤정, 장은영, 조은비, 최소연, 김혜원, 엄수경, 우현, 방극현, 김호성, 강현중, 정재욱, 이용이, 김우림, 문세윤, 시영준, 오재세, 김윤하, 이규호, 이슬이, 이지수, 윤영빈",범죄,15세이상관람가,한국,1019.0,2512572.0,20119979587.0,2017-02-09,10000000000.0,12267.0,1323,47,397.0
159,기적,이장훈,"박정민, 이성민, 임윤아, 이수경, 김강훈, 정문성, 유승목, 박철민, 송재룡, 오경화, 김동현, 이동용, 유순웅, 김자영, 심순영, 박인혜, 안태린, 고현철, 유병선, 심소영, 조연희, 정혜경, 손성찬, 김비비, 최종윤, 오치운, 박선아, 배기범, 천신남, 송경화, 김준희, 이상철, 박찬별, 이연선, 박소을, 최규철, 김동철, 노은하, 고창석, 허준석",드라마,12세이상관람가,한국,1198.0,715434.0,6630962710.0,2021-09-15,8200000000.0,7978.0,1309,8,1738.0
160,계절과 계절 사이,김준식,"이영진, 윤혜리, 김영민, 오하늬, 정은경, 정인숙, 이윤혁, 박소영, 조윤화, 장진희, 민찬기, 최배영, 김소연, 하윤서, 박솔아, 정주현, 김은주, 조치원카페 lobby 사장님들, 배천수, 양정원, 박채은, 이효진, 이근후, 강민성, 강민재, 강혜경, 김솔, 김혜옥, 신영화, 안미라, 이송이, 이정주, 정은경, 조영애, 한민영, 강다원, 강지현, 권광렬, 김동현, 김보현, 김아솔, 김예희, 김주연, 김주영, 김현진, 김혜진, 김홍균, 노진경, 민영준, 박신영, 안수진, 오세빈, 오수아, 우성이, 유아정, 유재훈, 이건엽, 이고운, 이나림, 이민정, 이성민, 이소연, 이예슬, 이은경, 이은비, 이인영, 이인제, 이정아, 이준연, 이하령, 이해수, 임우진, 장건, 전한별, 정한솔, 정혜나, 정현경, 조찬휘, 조헤빈, 진주은, 최선아, 최은진, 하도연, 현지용, 홍은택, 강지연, 권도엽, 김지연, 김해상, 노혜리, 류하현, 박은정, 서지안, 신대현, 유연수, 이노아, 이동길, 이아연, 이효진, 전성희, 정순필, 정지훈, 최성철, 최수민, 최수영, 홍용근, 권가현, 김현지, 민소연, 박시원, 박진주, 백수연, 손희주, 양아람, 유별라, 유정인, 윤진주, 이소현, 이유진, 이자영, 이지은, 임가현, 장지영, 정서원, 정선우, 정송희, 최다희, 최예은",드라마,15세이상관람가,한국,22.0,1160.0,10069500.0,2019-10-03,400000000.0,42.0,67,2,0.0
161,동백,신준영,"박근형, 정선일, 서준영, 신복숙, 김보미, 주아름, 백승익",드라마,12세이상관람가,한국,60.0,18272.0,133034770.0,2021-10-21,1500000000.0,189.0,110,3,1920.0
162,디바,조슬예,"신민아, 이유영, 이규형, 주석태, 오하늬, 박성연, 허형규, 윤금선아, 강민지, 지이수, 곽지혜, 최다인, 박충선, 천지유, 허동원, 김정남, 변진수, 남지우, 양윤호, 문서윤, 김희상, 김민채, 오희준, 한승우, 정재훈, 하이선, 이서주, 김승비, 김태리, 장햇살, 백승진, 배소영, 김바비, 김가애, 정재민, 조문홍, 도현, 윤정훈, 안정빈, 김성준, 권훈, 박현욱, 김현식, 윤정원, 조은지, 이성혜, 김연정, 박수경, 고은지, 유창수, 행진성, 임재영, 정연재, 김진용, 조성인, 조은비, 조은지, 김소연, 심채영, 주호현, 이성혜, 김진용, 조성인, 임재영, 정연재, 정다연, 박하름, 권하림, 류민재, 이재경, 류용찬, 문나윤, 고현주, 윤연수, 강민범, 고성권, 김소연, 심채영, 주호현, 김서연, 정동민, 최아연, 유서준, 안태영, 김연정, 김승현, 손가은, 최종민, 김동영, 손성환, 이현민, 이승연, 윤솔, 강민성, 신재이, 김정민, 김나현, 최하은, 박찬현, 이원섭, 강민혁, 김서경, 최강인",스릴러,15세이상관람가,한국,831.0,108122.0,901717350.0,2020-09-23,5500000000.0,2304.0,577,13,1990.0
163,니나 내나,이동은,"장혜진, 태인호, 이가섭, 김진영, 고인범, 김미경, 이종원, 이효제, 김푸름, 한별, 김종구, 이수미, 백지원, 이태경, 박옥출, 김서하, 장세환, 김혜정, 박강섭, 우지현, 임용순, 김희창, 김희연, 김인권, 공희철, 하정민, 강말금, 김가영, 주가영, 강태우, 박상은, 김은미, 최홍준, 최우성, 박상규, 고경준, 김윤호, 최지원, 조은주, 윤귀임, 조귀숙, 윤필림, 한성자, 김정민, 김현기, 김헤정, 홍수정, 서정일, 성현지, 배필오, 켄튼 레슬리, 김성진, 김수미, 김준모, 최재정, 홍승일, 이상희",드라마,12세이상관람가,한국,51.0,3427.0,27337980.0,2019-10-30,400000000.0,204.0,170,2,669.0
164,퍼펙트맨,용수,"설경구, 조진웅, 허준호, 진선규, 김사랑, 지승현, 이호철, 윤상화, 김준, 소희정, 이주원, 박인수, 김기무, 박찬효, 문호진, 정찬훈, 원인재, 박건락, 이태검, 강성철, 윤성원, 홍석빈, 이윤재, 김선경, 정형석, 석보배, 유인혜, 김여진, 김호준, 이전익, 하성훈, 한동원, 전정관, 윤진영, 권혁범, 최지안, 서정희, 박재철, 한태진, 김두열, 안상은, 심완준, 박소라, 정태인, 옥예린, 진혁, 장세원, 허동수, 신성일, 정성훈, 이지완, 김동규, 전세나, 육은향, 심혜연, G.ghost, 오운환, 선율우, 최성, 김대근, 김선우, 강윤혜, 이정철, 최기상, 신범식, 김민석, 박진우, 이유준, 박보경",코미디,15세이상관람가,한국,894.0,1144894.0,9604139750.0,2019-10-02,5000000000.0,254.0,1304,79,450.0
165,봉오동 전투,원신연,"유해진, 류준열, 조우진, 기타무라 가즈키, 이케우치 히로유키, 박지환, 최유화, 성유빈, 이재인, 다이고 코타로, 원풍연, 양현민, 홍상표, 원진, 정미남, 주광현, 이대광, 박도하, 박지열, 박야성, 박훈, 노재훈, 홍진기, 양정두, 정윤철, 백종승, 김규백, 권혁성, 조원빈, 오현근, 백경록, 지웅배, 남동명, 진근호, 배성민, 전두식, 김리승, 오승호, 김현민, 이동용, 서정식, 고민시, 한국인, 곽예준, 김세한, 박승준, 어주선, 김철윤, 노시홍, 박영복, 윤병희, 윤종구, 이예지, 심소영, 강준석, 김연, 김승완, 한도진, 강신형, 김경로, 윤선용, 홍민수, 지성은, 원일, 임세운, 홍희자, 오문강, 황태인, 채장열, 위민국, 홍범기, 조영동, 이수호, 박시윤, 윤서진, 곽진석, 권성영, 손민호, 전중용, 염석무, 유명훈, 유경훈, 강내균, 이관훈, 오상윤, 김유, 이한종, 장나라, 박범석, 손우진, 최홍락, 장래군, 백승환, 장병수, 신한울, 허인구, 최희열, 장현정, 김태형, 한태양, 장현석, 김태준, 이정민, 민상우, 여윤호, 강신구, 김길중, 고한수, 이민혁, 김재구, 김동규, 이인규, 오재윤, 장인수, 동윤석, 김두현, 허인범, 김유진, 정재우, 김학충, 김현철, 전동현, 임정환, 이권식, 안성진, 지명근, 박재형, 오상무, 정동근, 백효성, 이경욱, 박준성, 김대건, 고한민, 김경회, 임동욱, 김기태, 전영인, 이연빈, 이준우, 유키 쇼우지, 문동식, 조셉, 김경준, 김병국, 강민재, 정광희, 이웅빈, 오진석, 김용석, 장세용, 장의돈, 최민식, 박희순",사극,15세이상관람가,한국,1476.0,4779501.0,40514276538.0,2019-08-07,15000000000.0,1314.0,1148,68,571.0
166,싱크홀,김지훈,"차승원, 김성균, 이광수, 권소현, 김혜준, 김재화, 박옥출, 남다름, 정영숙, 이학주, 한태린, 김건우, 오자훈, 나철, 김병철, 전승재, 김경환, 박민준, 나현민, 윤돈선, 정서인, 정윤하, 이두열, 어성욱, 김태훈, 김준혁, 장영, 이건구, 정용락, 유현, 안용우, 윤기현, 조제웅, 이창윤, 정용태, 이상욱, 안성봉, 김동현, 김왕도, 오재세, 박민지, 황여진, 김명희, 이순화, 이주미, 송경아, 전은미, 권정숙, 이경태, 최지명, 권오철, 최민혁, 김귀례, 정우근, 장광, 김홍파, 고창석, 김선희",코미디,12세이상관람가,한국,1603.0,2195683.0,21395652690.0,2021-08-11,15000000000.0,19537.0,1446,8,427.0
167,국제수사,김봉한,"곽도원, 김대명, 김희원, 김상호, 신승환, 신동미, 이한서, 김창옥, 유진우, 강채민, 이찬유, 이규영, 김채준, 이소진, 이유리, 박창희, 황무영, 이홍내, 박대원, 희웅, 정영철, 여상훈, 강덕환, 정인덕, 김단아, 하은수, 이강녕, 황두하, 몬 콘피아도, 크리스티안 빌레테, 프레디 아바오, 로렌 부르고스, 신디 미란다, 닐 라이언 세세, 노엘 블랑코, 짐보 림, 아킨 다 실바, 마린 라케즈, 안드레이 티앙코, 지피 카스타네다, 캔디 아칸겔, 니코 델 로사리오, 루리 나루스, 엘스 마르티네즈, 타오스 오바크, 빈센트 케빈, 엘리카 라구아디아, 벳시, 제랄드 글렌 판가니반, 미크로, 체리스 마닝갓, 멜라니, 크리스티아나 라가힛, 앙간간 마리아 테레사, 김지완, 김성진, 김인석, 최신, 최만선, 김미옥, 아나 박, 이성신, 이선민, 김준용, 이재한, 정지수, 제롬 칼리카, 얀 타네가, 손현주, 조재윤, 성혁, 이봉련",코미디,15세이상관람가,한국,1074.0,537470.0,4496549760.0,2020-09-29,9100000000.0,12491.0,330,10,863.0
168,다만 악에서 구하소서,홍원찬,"황정민, 이정재, 박정민, 박소이, 최희서, 송영창, 이서환, 박명훈, 오대환, 심영은, 김성곤, 최정화, 이태검, 정우영, 지현준, 박재홍, 최상재, 김도연, 정택호, 문정수, 김민식, 송유현, 임성재, 권진우, 황인성, 소준일, 최상재, 토요하라 코스케, 하쿠류, 에미리, 토모노리 미주로, 히로아키 히라카와, 켄 쿠라하라, 케이토쿠 이토, 아츠순도 마루야마, 최병모",범죄,15세이상관람가,한국,1998.0,4352669.0,38554527990.0,2020-08-05,15000000000.0,15676.0,1010,0,440.0
169,강철비2: 정상회담,양우석,"정우성, 곽도원, 유연석, 앤거스 맥파디언, 신정근, 류수영, 염정아, 김용림, 김명곤, 장광, 이재용, 안내상, 손종학, 하쿠류, 크리스튼 댈턴, Colby French, Scott Lowell, 서동갑, 김승태, 정진각, 유성주, 김중희, 김중기, 손승범, 전운종, 김호준, 김중기, 심희섭, 최원, 서지원, 조유신, 김재일, 이승찬, 권혁성, 이태형, 최민철, 박성현, 최재훈, 신수연, 박윤석, 이수련, 고윤, 이남희, 전영미, 에이미 알레하, 공대유, 현대철, 최희진, 김다영, 김진욱, 나카가와 쇼타, 조민국, 조의진, 고현철, 김세윤, 김연, 이동호, 위민국, 하진철, 이재영, 박범기, 박범석, 권동원, 지웅배, 김평조, 류한선, 이민수, 김한, 이충배, 신훈희, Brian M.Van Hiso, Steven Brunton, Brad Curtin, Micheal Davis, 한상균, 이동규, 임평순, 김진숙, 김우진, Cynthia Roh, 안드레아스 프론크, Jonathan EhrenGroff, 이육헌, 이지혁, 조성재, 송채린, 권훈, 김영조, 오재세, 남찬규, 양욱, 김상화, 류근식, 김왕도, 홍인아, 강지훈, 김선홍, 장나라, 김시원, 한민희, 이덕건, 이순풍, 김상욱, 김우택, 윤영우, 정상균, 구본혁, 최민혁, 김민호, 최나린, 문근식, 김용우, 최병문, 권관옥, 박경준, 한동균, 백승환, 최현종, 신동호, 홍경훈, 유현식, 김탁, 이진희, 홍현종, 최기상, 육효명, 이정철, 양영일, 김지한, 이규연, 고재운, 표성균, 정승기, 유재상, Henny Saveniji, Garrison Farquaharson-Keener, Mr.Tim, Ann Rahel Silverman-Limor, Andrew William Brand, Christoper L.Boyd Tressler, Dejan Stankovic, Lorne Edward Oliver, Paul Battle, Pete Schandall, Yanick van den Brand, Thomas Frederiksen, Gareth Fannin, John D.Micheals, Sean Madden, Maleea Brown, Alexandra Stephenson, David Pipes, Klepchinova Vera, Patrick Foran, Tim Birdsong, Kaare Svejgaard Olsen, Deberdeeva Galiya, Roy Hewitt, Jack Lyons, Daniel C Kennedy, Alisher Yuldashev, Samuel Lorca, David Naze, 임재혁, 문지완, 최승혁, 강민규, 백남해, 전병도, 김종표, 추태균, 안영진, 이선희, 안승현, 손인숙, 이승미, 김애란, 김철웅, 박문희, 박현옥, 안찬성, 이미경, 박천호, 정석희, 한옥순, 유영숙, 한재완, 박미숙, 조혜경, 이원, 김도현, 김도빈, 전지호, 문장택, 이용기, 인승주, 임정빈, 박주현, 최민서, 박민혁, 김영욱, 김진우, 이종현, 이상직, 윤정도, 김상우, 송승표, 신민규, 김성우, 고태관, 박종훈, 허인홍, 경성현, 최현채, 김태준, 조우진, 유현주, 김규민, 정세미, 고해성, 강태식, 박소라",드라마,15세이상관람가,한국,2137.0,1790797.0,14655366110.0,2020-07-29,12100000000.0,7445.0,2430,15,0.0
170,로마서 8:37,신연식,"이현호, 서동갑, 조성우, 허연정, 홍성춘, 박명신, 전경수, 이지민, 최홍일, 최종률, 김다흰, 김하연, 김세동, 조하석, 이승훈, 김종구, 장명갑, 황미영, 전윤지, 윤승준, 정선경, 안지혜, 박채익, 변성범, 배시현, 배강유, 이은주, 구시연, 성홍일, 홍성덕, 이철은, 이경미, 임효선, 이재혜, 김준형, 김성훈, 우범진, 전우신, 김유미, 하지웅, 김다미, 박창순, 김하리, 안철환, 한초롬, 임수현, 이소정, 신지소, 윤여은, 김민찬, 김다음, 김정팔",드라마,15세이상관람가,한국,44.0,4465.0,33525000.0,2017-11-16,150000000.0,298.0,57,4,0.0
171,죽지않는 인간들의 밤,신정원,"이정현, 김성오, 서영희, 양동근, 이미도, 장명갑, 신민재, 문서준, 백승철, 이태규, 진현광, 김서원, 김기천, 오윤수, 주보비, 배영란, 오진영, 홍민수, 류경환, 전성원, 옥수분, 임채선, 문영동, 장래군, 강덕중, 손소영, 이신기, 강다빈, 황동욱, 이승욱, 박연수, 최주영, 오재균, Battle Paul Timothy, Hayashi Amy Aleha Tamiko, Keener Garry Michael, 임다영, 임지민, 김주하, 김채원, 우서라, 최유리, 김진걸, 김광섭, 신마린, 김명래, 전상배, 박성수, 김상윤, 임재홍, 김지현, 이승구, 김성수, 김재형, 이재호, 오윤수, 황보라, 김연경, 성민아, 이장섭, 유하나, 이준, 김현이, 이유진, 김승준, 김병오, 박경모, 이재웅, 송지민, 이동민, 정성훈, 전제혁, 김경우, 조민교, 신중혁, 김원중, 우영택, 박현선, 문광식, 전종석, 이얀, 정윤민, 이장유",코미디,15세이상관람가,한국,570.0,101616.0,840217440.0,2020-09-29,6000000000.0,3502.0,369,5,393.0
172,판소리 복서,정혁기,"엄태구, 이혜리, 김희원, 최준영, 이설, 최덕문, 고승보, 임한빈, 삐삐, 손석배, 손영순, 임성미, 송하림, 이주원, 최혁일, 최응산, 김효진, 유성주, 원근희, 장선, 박병철, 나경진, 김이정, 신유람, 이홍내, 유창숙, 임마리아, 김한준, 김시윤, 김미나, 신주협, 이우현, 안재현, 이정은, 이정민, 박다열, 최호림, 이미노, 최혁찬, 공성철, 김석준, 홍세희, 정대성, 권려령, 진미옥, 박정숙, 이순자, 옥찬유, 정태영, 박승민, 홍경택, 안정현, 방재혁, 설규정, 윤태범, 이동건, 양호성, 정수용, 권혁성, 김성권, 장두열, 기다윤, 이민재, 이진우",코미디,12세이상관람가,한국,345.0,25739.0,193213180.0,2019-10-09,1000000000.0,192.0,256,5,759.0
173,미션 파서블,김형주,"김영광, 이선빈, 오대환, 서현철, 최병모, 김태훈, 양범, 류주한, 줄리엔 강, 이상홍, 이지훈, 박지연, 박진수, 최태환, 노영학, 나광훈, 혜정, 신기환, 서범식, 박광재, 정창현, 김승현, 한갑수, 최종남, 데이비드 이, 이주원, 장세아, 김민주, 이필라, 고다연, 정다원, 신재민, 유주원, 고우서, 황상경, 진우진, 문서준, 파울 배틀, 이도겸, 정나연, 박세원, 김동운, 전찬웅, 고상현, 김승준, 전시완, 송지민, 김원중, 김철구, 주창욱, 신세영, 박현선, 최민혁, 서정훈, 금종택, 전종석, 문광식, 김재명, 이수봉, 이상민, 이용희, 권오철, 이동민, 이준, 조민교, 김용훈, 이명규, 윤민규, 노성후, 서장석, 유인선, 김경근, 박태연, 최용성, 서은경, 박태후, 김월선, 김병만, 두부, 마리아나, 엘리즈, 최제헌, 김병오, 서병덕, 정미경, 박서진, 주재훈, 홍현종, 편한마음, 장세아, 송현주, 김이루, 김가은, 전보람, 이동민, 김지형, 김창현, 김홍수, 노원석, 문성철, 방수윤, 서정화, 안재국, 양지연, 윤주호, 임진주, 황정민, 홍석천, 장원영, 김호영",코미디,15세이상관람가,한국,930.0,447048.0,4064099600.0,2021-02-17,4400000000.0,3249.0,365,5,612.0
174,오! 문희,정세교,"나문희, 이희준, 최원영, 박지영, 전배수, 김예은, 김선경, 박진우, 최광일, 김정영, 김학선, 이진주, 박예찬, 퀸, 차순배, 김수경, 김보정, 이규성, 김동규, 김혜나, 동현배, 우영남, 박성용, 오창경, 송지유, 김귀선, 장준녕, 윤여진, 이석, 박현지, 이지안, 유병선, 남정우, 김세정, Agata Ivasko, 김동현, 김종근, 구본진, 나은미, 강희중, 강중훈, 박성준, 김수란, 배시은, 송우주, 최예찬, 박연희, 윤인제, 박건태, 이재덕, 송진석, 이광훈, 김경섭, 박규범, 최요운, 권가이, 김누리, 강지현, 윤옥길, 최교식, 이혜정",코미디,12세이상관람가,한국,1110.0,351162.0,2798758600.0,2020-09-02,4600000000.0,4064.0,313,3,0.0
175,백두산,"이해준, 김병서","이병헌, 하정우, 마동석, 전혜진, 배수지, 전도연, 이상원, 옥자연, 한수현, 강신철, 이경영, 조한철, 최광일, 김시아, 임형국, 마이클 레이, 로버트 커티스 브라운, 자이 데이, 잭 라이온스, 박주환, 남성준, 김민식, 박지홍, 서현우, 김준원, 남문철, 박성근, 손성찬, 서명찬, 양지수, 박준영, 양대혁, 김재철, 박지훈, 변우석, 지화섭, 김지민, 이정민, 허승, 차시원, 김훈만, 손영순, 다니엘 조이 올브라이트, Justin Harvey, Jasse Marshall, 에이미 알레하 타미코 하야시, Daniel C. Kennedy, Zachary Thomas Couch, 박태산, 우진혁, 신성일, 김세윤, 김정현, 허지나, 김지훈, 한창민, 남상지, 김연교, 정윤하, 김하라, 이은희, 노종면, 이광연, 이종원, 김경수, 나경철, 박윤미, 염상훈, 차해리, 김태은, 서석규, 서문호, 장재희, 나경진, 김효준, 김성혁, 권수진, 임윤비, 장근영, 한동훈, 오지영, 박정숙, 홍지아, 임수아, 권귀덕, 김기태, 김찬욱, 김양원, 김시원, 김대경, 강규현, 박범석, 이재한, 임무빈, 장나라, 서영재, 김통령, 최정현, 이한결, 안구희, 정한빈, 최홍락, 정상균, 이육헌, 권혁일, 이두원, 이창석, Maurice Turner Jr., Jonathan Ehren Groff, Stefan van der Ree, Kevin Dockry, Aaron Chan Meinero, Garrett Grothe, Christopher Gordon, Levgen Saliuk, Trevor McEwan, 장용희, Shinsuke Fujimoto, Amy Aleha, 김동빈, 김영경, 김진문, 민병욱, 윤슬기, 이형주, 정진혁, 백경윤, 고한민, 양지수",어드벤처,12세이상관람가,한국,1971.0,8252669.0,69825366300.0,2019-12-19,26000000000.0,20285.0,1980,0,673.0
176,어게인,조창열,"김예은, 예수정, 김홍표, 소이, 이유, 안예인, 조수현, 유미란, 한영광, 서한결, 이인하, 조휘주, 양병철, 박병우, 김정인, 석현, 이다니, 이윤지, 이윤하, 이훈희, 이재한, 변준우, 문만승, 이현명, 김서진, 양새얀, 이지형, 김주영, 양현소, 양설화, 지우",뮤지컬,12세이상관람가,한국,22.0,1027.0,8008500.0,2020-07-30,520000000.0,55.0,711,2,1637.0
177,좀비크러쉬: 헤이리,"장현상, 김준식","공민정, 이민지, 박소진, 조승구, 김준식, 노진원, 박명신, 배소은, 김기리, 송유담, 최백선, 홍윤화, 조훈, 이선민, 김태우, 권오윤, 손병일, 이동현, 이서윤, 한혜욱, 장진훈, 김민숙, 김민석, 오다은, 우다온, 윤지수, 박효준, 서재원, 유한솔, 하인석, 황세희, 고지호, 임여정, 조규준, 오승재, 김광호, 김영웅, 노은하, 한찬규, 한민희, 김보성, 김정엽, 이정훈, 홍진혁, 황지훈, 김성, 김규현, 닐루파르 무히디노바, 강승현, 이성재, 강희현, 김태영, 손은, 박성호, 서강석, 김상민, 김정혜, 장현상, 정가영, 조아영, 신라라, 이시문, 고승환, 김형근, 문상지, 이정현, 이동민, 김채현, 이학준, 오은석, 양태웅, 김수빈, 이수호, 전은주, 장민서, 최소영, 송강현, 유보원, 노희섭, 이유진, 김윤정, 태미경, 신영희, 신윤정, 정석원, 양서정, 정준, 이종열, 박옥선, 조재경, 유진천, 신소영, 여지훈, 김사라, 김종희, 김정재, 김미란, 이정규, 박정은, 이상현, 박진아, 서현석, 박지현, 백수민, 김지선, 이선희, 김효순, 한상구, 남진애, 김재화, 정병두, 서문호",코미디,15세이상관람가,한국,23.0,897.0,7134970.0,2021-06-30,200000000.0,92.0,156,3,0.0
